component_id,brand,component_type,price_min,price_max,type,capacity_ah,voltage,derating_factor,max_voltage_V,max_current_A,rated_power_w,voltage_input,voltage_output,mode,panel_type,cabling_loss,safety_factor,area_m2
Luminous_48V_220Ah_1512,Luminous,batteries_synth,258136.0,430228.0,Tubular,220.0,48.0,0.82,,,,,,,,,,
Luminous_24V_130Ah_1538,Luminous,batteries_synth,190169.0,316949.0,Tubular,130.0,24.0,0.83,,,,,,,,,,
Luminous_24V_150Ah_1552,Luminous,batteries_synth,174384.0,290640.0,Tubular,150.0,24.0,0.84,,,,,,,,,,
Luminous_48V_60Ah_1641,Luminous,batteries_synth,118669.0,197781.0,Tubular,60.0,48.0,0.84,,,,,,,,,,
Luminous_48V_150Ah_1715,Luminous,batteries_synth,174674.0,291124.0,Tubular,150.0,48.0,0.82,,,,,,,,,,
Luminous_24V_30Ah_1719,Luminous,batteries_synth,230236.0,383726.0,Tubular,30.0,24.0,0.85,,,,,,,,,,
Luminous_48V_170Ah_1722,Luminous,batteries_synth,232151.0,386919.0,Tubular,170.0,48.0,0.83,,,,,,,,,,
Luminous_12V_90Ah_1759,Luminous,batteries_synth,115755.0,192925.0,Tubular,90.0,12.0,0.82,,,,,,,,,,
Luminous_48V_120Ah_1795,Luminous,batteries_synth,239748.0,399580.0,Tubular,120.0,48.0,0.82,,,,,,,,,,
Luminous_12V_80Ah_1798,Luminous,batteries_synth,213590.0,355984.0,Tubular,80.0,12.0,0.84,,,,,,,,,,
Luminous_12V_160Ah_1811,Luminous,batteries_synth,190646.0,317742.0,Tubular,160.0,12.0,0.83,,,,,,,,,,
Luminous_24V_50Ah_1904,Luminous,batteries_synth,134340.0,223900.0,Tubular,50.0,24.0,0.84,,,,,,,,,,
Luminous_24V_200Ah_1930,Luminous,batteries_synth,252967.0,421611.0,Tubular,200.0,24.0,0.83,,,,,,,,,,
Luminous_48V_40Ah_1940,Luminous,batteries_synth,117198.0,195330.0,Tubular,40.0,48.0,0.83,,,,,,,,,,
Luminous_48V_50Ah_1984,Luminous,batteries_synth,275896.0,459826.0,Tubular,50.0,48.0,0.83,,,,,,,,,,
Luminous_12V_240Ah_2019,Luminous,batteries_synth,169420.0,282368.0,Tubular,240.0,12.0,0.85,,,,,,,,,,
Luminous_12V_130Ah_2054,Luminous,batteries_synth,173109.0,288515.0,Tubular,130.0,12.0,0.84,,,,,,,,,,
Luminous_12V_240Ah_2114,Luminous,batteries_synth,289803.0,483005.0,Tubular,240.0,12.0,0.84,,,,,,,,,,
Luminous_24V_100Ah_2138,Luminous,batteries_synth,214894.0,358156.0,Tubular,100.0,24.0,0.82,,,,,,,,,,
Luminous_48V_250Ah_2174,Luminous,batteries_synth,206215.0,343691.0,Tubular,250.0,48.0,0.84,,,,,,,,,,
Luminous_24V_140Ah_2177,Luminous,batteries_synth,166200.0,277000.0,Tubular,140.0,24.0,0.83,,,,,,,,,,
Luminous_48V_40Ah_2235,Luminous,batteries_synth,233495.0,389159.0,Tubular,40.0,48.0,0.85,,,,,,,,,,
Luminous_24V_120Ah_2296,Luminous,batteries_synth,178846.0,298078.0,Tubular,120.0,24.0,0.83,,,,,,,,,,
Luminous_12V_150Ah_2343,Luminous,batteries_synth,249392.0,415654.0,Tubular,150.0,12.0,0.82,,,,,,,,,,
Luminous_12V_290Ah_2345,Luminous,batteries_synth,119758.0,199596.0,Tubular,290.0,12.0,0.84,,,,,,,,,,
Luminous_24V_180Ah_2346,Luminous,batteries_synth,236613.0,394355.0,Tubular,180.0,24.0,0.83,,,,,,,,,,
Luminous_24V_240Ah_2405,Luminous,batteries_synth,175199.0,291999.0,Tubular,240.0,24.0,0.83,,,,,,,,,,
Luminous_24V_120Ah_2419,Luminous,batteries_synth,135189.0,225315.0,Tubular,120.0,24.0,0.82,,,,,,,,,,
Luminous_48V_80Ah_2429,Luminous,batteries_synth,187618.0,312698.0,Tubular,80.0,48.0,0.85,,,,,,,,,,
Luminous_24V_290Ah_2494,Luminous,batteries_synth,222920.0,371532.0,Tubular,290.0,24.0,0.82,,,,,,,,,,
Luminous_48V_130Ah_2505,Luminous,batteries_synth,276703.0,461171.0,Tubular,130.0,48.0,0.83,,,,,,,,,,
Luminous_24V_110Ah_2523,Luminous,batteries_synth,226961.0,378269.0,Tubular,110.0,24.0,0.83,,,,,,,,,,
Luminous_24V_200Ah_2530,Luminous,batteries_synth,195772.0,326286.0,Tubular,200.0,24.0,0.84,,,,,,,,,,
Luminous_24V_280Ah_2541,Luminous,batteries_synth,229580.0,382634.0,Tubular,280.0,24.0,0.83,,,,,,,,,,
Luminous_12V_110Ah_2549,Luminous,batteries_synth,176194.0,293656.0,Tubular,110.0,12.0,0.83,,,,,,,,,,
Luminous_48V_200Ah_2627,Luminous,batteries_synth,187918.0,313196.0,Tubular,200.0,48.0,0.83,,,,,,,,,,
Luminous_24V_300Ah_2633,Luminous,batteries_synth,262152.0,436920.0,Tubular,300.0,24.0,0.84,,,,,,,,,,
Luminous_48V_30Ah_2654,Luminous,batteries_synth,289454.0,482424.0,Tubular,30.0,48.0,0.83,,,,,,,,,,
Luminous_24V_250Ah_2662,Luminous,batteries_synth,261770.0,436282.0,Tubular,250.0,24.0,0.85,,,,,,,,,,
Luminous_12V_300Ah_2719,Luminous,batteries_synth,193112.0,321854.0,Tubular,300.0,12.0,0.83,,,,,,,,,,
Luminous_12V_240Ah_2758,Luminous,batteries_synth,165748.0,276246.0,Tubular,240.0,12.0,0.83,,,,,,,,,,
Luminous_12V_280Ah_2803,Luminous,batteries_synth,115768.0,192948.0,Tubular,280.0,12.0,0.83,,,,,,,,,,
Luminous_48V_40Ah_2805,Luminous,batteries_synth,168566.0,280944.0,Tubular,40.0,48.0,0.84,,,,,,,,,,
Luminous_48V_60Ah_2829,Luminous,batteries_synth,207270.0,345450.0,Tubular,60.0,48.0,0.83,,,,,,,,,,
Luminous_48V_260Ah_2842,Luminous,batteries_synth,267168.0,445280.0,Tubular,260.0,48.0,0.82,,,,,,,,,,
Luminous_48V_220Ah_2850,Luminous,batteries_synth,137863.0,229771.0,Tubular,220.0,48.0,0.85,,,,,,,,,,
Luminous_48V_170Ah_2859,Luminous,batteries_synth,253063.0,421771.0,Tubular,170.0,48.0,0.82,,,,,,,,,,
Luminous_24V_30Ah_2861,Luminous,batteries_synth,143894.0,239822.0,Tubular,30.0,24.0,0.84,,,,,,,,,,
Luminous_12V_60Ah_2906,Luminous,batteries_synth,268564.0,447608.0,Tubular,60.0,12.0,0.82,,,,,,,,,,
Luminous_12V_20Ah_3060,Luminous,batteries_synth,258109.0,430181.0,Tubular,20.0,12.0,0.84,,,,,,,,,,
Luminous_12V_30Ah_3062,Luminous,batteries_synth,297612.0,496020.0,Tubular,30.0,12.0,0.82,,,,,,,,,,
Luminous_48V_30Ah_3095,Luminous,batteries_synth,289142.0,481902.0,Tubular,30.0,48.0,0.82,,,,,,,,,,
Luminous_24V_260Ah_3136,Luminous,batteries_synth,287824.0,479708.0,Tubular,260.0,24.0,0.84,,,,,,,,,,
Luminous_12V_70Ah_3150,Luminous,batteries_synth,113846.0,189742.0,Tubular,70.0,12.0,0.84,,,,,,,,,,
Luminous_48V_100Ah_3223,Luminous,batteries_synth,116420.0,194034.0,Tubular,100.0,48.0,0.83,,,,,,,,,,
Luminous_48V_90Ah_3272,Luminous,batteries_synth,220654.0,367758.0,Tubular,90.0,48.0,0.84,,,,,,,,,,
Luminous_12V_150Ah_3285,Luminous,batteries_synth,207231.0,345385.0,Tubular,150.0,12.0,0.82,,,,,,,,,,
Luminous_12V_140Ah_3292,Luminous,batteries_synth,257006.0,428344.0,Tubular,140.0,12.0,0.83,,,,,,,,,,
Luminous_24V_210Ah_3462,Luminous,batteries_synth,167073.0,278455.0,Tubular,210.0,24.0,0.82,,,,,,,,,,
Luminous_24V_40Ah_3494,Luminous,batteries_synth,176053.0,293421.0,Tubular,40.0,24.0,0.83,,,,,,,,,,
Luminous_24V_190Ah_3496,Luminous,batteries_synth,269526.0,449210.0,Tubular,190.0,24.0,0.85,,,,,,,,,,
Luminous_48V_30Ah_3499,Luminous,batteries_synth,168865.0,281441.0,Tubular,30.0,48.0,0.84,,,,,,,,,,
Luminous_24V_50Ah_3511,Luminous,batteries_synth,250414.0,417356.0,Tubular,50.0,24.0,0.84,,,,,,,,,,
Luminous_24V_190Ah_3662,Luminous,batteries_synth,219210.0,365350.0,Tubular,190.0,24.0,0.84,,,,,,,,,,
Luminous_48V_240Ah_3693,Luminous,batteries_synth,150434.0,250722.0,Tubular,240.0,48.0,0.83,,,,,,,,,,
Luminous_24V_50Ah_3700,Luminous,batteries_synth,253184.0,421972.0,Tubular,50.0,24.0,0.82,,,,,,,,,,
Luminous_24V_20Ah_3747,Luminous,batteries_synth,278302.0,463836.0,Tubular,20.0,24.0,0.85,,,,,,,,,,
Luminous_12V_20Ah_3787,Luminous,batteries_synth,269985.0,449975.0,Tubular,20.0,12.0,0.84,,,,,,,,,,
Luminous_48V_50Ah_3806,Luminous,batteries_synth,148459.0,247431.0,Tubular,50.0,48.0,0.85,,,,,,,,,,
Luminous_12V_200Ah_3822,Luminous,batteries_synth,200914.0,334856.0,Tubular,200.0,12.0,0.85,,,,,,,,,,
Luminous_12V_300Ah_3936,Luminous,batteries_synth,186610.0,311016.0,Tubular,300.0,12.0,0.84,,,,,,,,,,
Luminous_48V_60Ah_3941,Luminous,batteries_synth,166577.0,277629.0,Tubular,60.0,48.0,0.83,,,,,,,,,,
Luminous_48V_160Ah_4076,Luminous,batteries_synth,147633.0,246055.0,Tubular,160.0,48.0,0.83,,,,,,,,,,
Luminous_48V_250Ah_4126,Luminous,batteries_synth,194561.0,324269.0,Tubular,250.0,48.0,0.82,,,,,,,,,,
Luminous_24V_40Ah_4145,Luminous,batteries_synth,176392.0,293986.0,Tubular,40.0,24.0,0.82,,,,,,,,,,
Luminous_24V_230Ah_4220,Luminous,batteries_synth,172958.0,288262.0,Tubular,230.0,24.0,0.84,,,,,,,,,,
Luminous_24V_40Ah_4283,Luminous,batteries_synth,161738.0,269562.0,Tubular,40.0,24.0,0.85,,,,,,,,,,
Luminous_24V_260Ah_4299,Luminous,batteries_synth,237445.0,395741.0,Tubular,260.0,24.0,0.83,,,,,,,,,,
Luminous_24V_170Ah_4311,Luminous,batteries_synth,281812.0,469686.0,Tubular,170.0,24.0,0.83,,,,,,,,,,
Luminous_48V_100Ah_4313,Luminous,batteries_synth,118169.0,196949.0,Tubular,100.0,48.0,0.84,,,,,,,,,,
Luminous_12V_30Ah_4347,Luminous,batteries_synth,180236.0,300392.0,Tubular,30.0,12.0,0.84,,,,,,,,,,
Luminous_12V_170Ah_4453,Luminous,batteries_synth,189787.0,316311.0,Tubular,170.0,12.0,0.83,,,,,,,,,,
Luminous_24V_240Ah_4470,Luminous,batteries_synth,226156.0,376926.0,Tubular,240.0,24.0,0.83,,,,,,,,,,
Luminous_12V_190Ah_4471,Luminous,batteries_synth,202910.0,338184.0,Tubular,190.0,12.0,0.83,,,,,,,,,,
Luminous_12V_170Ah_4479,Luminous,batteries_synth,288110.0,480184.0,Tubular,170.0,12.0,0.83,,,,,,,,,,
Luminous_48V_230Ah_4513,Luminous,batteries_synth,148300.0,247166.0,Tubular,230.0,48.0,0.82,,,,,,,,,,
Luminous_24V_60Ah_4523,Luminous,batteries_synth,223650.0,372750.0,Tubular,60.0,24.0,0.84,,,,,,,,,,
Luminous_48V_90Ah_4613,Luminous,batteries_synth,274502.0,457504.0,Tubular,90.0,48.0,0.84,,,,,,,,,,
Luminous_12V_140Ah_4659,Luminous,batteries_synth,227942.0,379904.0,Tubular,140.0,12.0,0.83,,,,,,,,,,
Luminous_24V_180Ah_4714,Luminous,batteries_synth,206875.0,344791.0,Tubular,180.0,24.0,0.83,,,,,,,,,,
Luminous_12V_240Ah_4756,Luminous,batteries_synth,117550.0,195916.0,Tubular,240.0,12.0,0.84,,,,,,,,,,
Luminous_12V_210Ah_4778,Luminous,batteries_synth,130512.0,217520.0,Tubular,210.0,12.0,0.84,,,,,,,,,,
Luminous_24V_130Ah_4796,Luminous,batteries_synth,181358.0,302262.0,Tubular,130.0,24.0,0.84,,,,,,,,,,
Luminous_48V_40Ah_4834,Luminous,batteries_synth,235089.0,391815.0,Tubular,40.0,48.0,0.82,,,,,,,,,,
Luminous_12V_230Ah_4852,Luminous,batteries_synth,223825.0,373041.0,Tubular,230.0,12.0,0.83,,,,,,,,,,
Luminous_12V_90Ah_4894,Luminous,batteries_synth,295944.0,493240.0,Tubular,90.0,12.0,0.85,,,,,,,,,,
Luminous_12V_110Ah_4957,Luminous,batteries_synth,266756.0,444592.0,Tubular,110.0,12.0,0.84,,,,,,,,,,
Multipower_12V_70Ah_27,Multipower,batteries_synth,49178.0,81964.0,AGM,70.0,12.0,0.84,,,,,,,,,,
Multipower_24V_190Ah_36,Multipower,batteries_synth,39194.0,65324.0,AGM,190.0,24.0,0.82,,,,,,,,,,
Multipower_24V_250Ah_60,Multipower,batteries_synth,82826.0,138042.0,AGM,250.0,24.0,0.83,,,,,,,,,,
Multipower_12V_210Ah_148,Multipower,batteries_synth,69098.0,115162.0,AGM,210.0,12.0,0.83,,,,,,,,,,
Multipower_24V_260Ah_160,Multipower,batteries_synth,75835.0,126391.0,AGM,260.0,24.0,0.84,,,,,,,,,,
Multipower_24V_80Ah_193,Multipower,batteries_synth,42206.0,70344.0,AGM,80.0,24.0,0.83,,,,,,,,,,
Multipower_24V_110Ah_237,Multipower,batteries_synth,109730.0,182882.0,AGM,110.0,24.0,0.82,,,,,,,,,,
Multipower_12V_280Ah_331,Multipower,batteries_synth,51895.0,86491.0,AGM,280.0,12.0,0.84,,,,,,,,,,
Multipower_24V_20Ah_512,Multipower,batteries_synth,52765.0,87941.0,AGM,20.0,24.0,0.83,,,,,,,,,,
Multipower_12V_170Ah_518,Multipower,batteries_synth,42890.0,71484.0,AGM,170.0,12.0,0.83,,,,,,,,,,
Multipower_12V_170Ah_589,Multipower,batteries_synth,111364.0,185608.0,AGM,170.0,12.0,0.84,,,,,,,,,,
Multipower_48V_160Ah_595,Multipower,batteries_synth,39170.0,65282.0,AGM,160.0,48.0,0.83,,,,,,,,,,
Multipower_12V_180Ah_596,Multipower,batteries_synth,53973.0,89955.0,AGM,180.0,12.0,0.85,,,,,,,,,,
Multipower_48V_70Ah_641,Multipower,batteries_synth,59220.0,98700.0,AGM,70.0,48.0,0.85,,,,,,,,,,
Multipower_24V_90Ah_772,Multipower,batteries_synth,46898.0,78162.0,AGM,90.0,24.0,0.85,,,,,,,,,,
Multipower_12V_110Ah_778,Multipower,batteries_synth,107483.0,179139.0,AGM,110.0,12.0,0.83,,,,,,,,,,
Multipower_48V_30Ah_782,Multipower,batteries_synth,91694.0,152824.0,AGM,30.0,48.0,0.83,,,,,,,,,,
Multipower_12V_250Ah_805,Multipower,batteries_synth,38991.0,64985.0,AGM,250.0,12.0,0.83,,,,,,,,,,
Multipower_24V_100Ah_862,Multipower,batteries_synth,70917.0,118195.0,AGM,100.0,24.0,0.82,,,,,,,,,,
Multipower_12V_70Ah_865,Multipower,batteries_synth,75660.0,126100.0,AGM,70.0,12.0,0.83,,,,,,,,,,
Multipower_48V_260Ah_910,Multipower,batteries_synth,78104.0,130174.0,AGM,260.0,48.0,0.84,,,,,,,,,,
Multipower_12V_60Ah_955,Multipower,batteries_synth,83367.0,138945.0,AGM,60.0,12.0,0.85,,,,,,,,,,
Multipower_24V_160Ah_981,Multipower,batteries_synth,49359.0,82265.0,AGM,160.0,24.0,0.82,,,,,,,,,,
Multipower_48V_60Ah_1022,Multipower,batteries_synth,41889.0,69815.0,AGM,60.0,48.0,0.83,,,,,,,,,,
Multipower_24V_210Ah_1059,Multipower,batteries_synth,68742.0,114570.0,AGM,210.0,24.0,0.83,,,,,,,,,,
Multipower_24V_170Ah_1060,Multipower,batteries_synth,63116.0,105194.0,AGM,170.0,24.0,0.84,,,,,,,,,,
Multipower_48V_250Ah_1077,Multipower,batteries_synth,84199.0,140331.0,AGM,250.0,48.0,0.84,,,,,,,,,,
Multipower_24V_80Ah_1144,Multipower,batteries_synth,101731.0,169551.0,AGM,80.0,24.0,0.84,,,,,,,,,,
Multipower_24V_170Ah_1261,Multipower,batteries_synth,96398.0,160662.0,AGM,170.0,24.0,0.84,,,,,,,,,,
Multipower_48V_30Ah_1369,Multipower,batteries_synth,93428.0,155714.0,AGM,30.0,48.0,0.84,,,,,,,,,,
Multipower_24V_220Ah_1402,Multipower,batteries_synth,62614.0,104358.0,AGM,220.0,24.0,0.83,,,,,,,,,,
Multipower_24V_60Ah_1412,Multipower,batteries_synth,93359.0,155599.0,AGM,60.0,24.0,0.85,,,,,,,,,,
Multipower_24V_220Ah_1432,Multipower,batteries_synth,53098.0,88496.0,AGM,220.0,24.0,0.84,,,,,,,,,,
Multipower_12V_260Ah_1433,Multipower,batteries_synth,41938.0,69896.0,AGM,260.0,12.0,0.84,,,,,,,,,,
Multipower_12V_210Ah_1447,Multipower,batteries_synth,50278.0,83798.0,AGM,210.0,12.0,0.84,,,,,,,,,,
Multipower_48V_190Ah_1492,Multipower,batteries_synth,74039.0,123399.0,AGM,190.0,48.0,0.83,,,,,,,,,,
Multipower_12V_60Ah_1534,Multipower,batteries_synth,72441.0,120735.0,AGM,60.0,12.0,0.83,,,,,,,,,,
Multipower_12V_280Ah_1541,Multipower,batteries_synth,51771.0,86285.0,AGM,280.0,12.0,0.82,,,,,,,,,,
Multipower_12V_220Ah_1567,Multipower,batteries_synth,88903.0,148171.0,AGM,220.0,12.0,0.84,,,,,,,,,,
Multipower_12V_190Ah_1578,Multipower,batteries_synth,51203.0,85339.0,AGM,190.0,12.0,0.83,,,,,,,,,,
Multipower_12V_160Ah_1584,Multipower,batteries_synth,39869.0,66449.0,AGM,160.0,12.0,0.85,,,,,,,,,,
Multipower_24V_150Ah_1611,Multipower,batteries_synth,83566.0,139276.0,AGM,150.0,24.0,0.84,,,,,,,,,,
Multipower_24V_210Ah_1612,Multipower,batteries_synth,92259.0,153765.0,AGM,210.0,24.0,0.83,,,,,,,,,,
Multipower_24V_130Ah_1644,Multipower,batteries_synth,88881.0,148135.0,AGM,130.0,24.0,0.82,,,,,,,,,,
Multipower_12V_230Ah_1780,Multipower,batteries_synth,94222.0,157038.0,AGM,230.0,12.0,0.84,,,,,,,,,,
Multipower_48V_290Ah_1813,Multipower,batteries_synth,106840.0,178068.0,AGM,290.0,48.0,0.85,,,,,,,,,,
Multipower_48V_210Ah_1837,Multipower,batteries_synth,90700.0,151168.0,AGM,210.0,48.0,0.82,,,,,,,,,,
Multipower_12V_200Ah_1872,Multipower,batteries_synth,98276.0,163794.0,AGM,200.0,12.0,0.83,,,,,,,,,,
Multipower_48V_240Ah_1879,Multipower,batteries_synth,87706.0,146178.0,AGM,240.0,48.0,0.83,,,,,,,,,,
Multipower_48V_70Ah_1913,Multipower,batteries_synth,76472.0,127454.0,AGM,70.0,48.0,0.83,,,,,,,,,,
Multipower_48V_170Ah_1936,Multipower,batteries_synth,50372.0,83954.0,AGM,170.0,48.0,0.83,,,,,,,,,,
Multipower_12V_20Ah_1969,Multipower,batteries_synth,56294.0,93822.0,AGM,20.0,12.0,0.82,,,,,,,,,,
Multipower_48V_300Ah_2018,Multipower,batteries_synth,85680.0,142800.0,AGM,300.0,48.0,0.83,,,,,,,,,,
Multipower_12V_270Ah_2042,Multipower,batteries_synth,40562.0,67602.0,AGM,270.0,12.0,0.85,,,,,,,,,,
Multipower_12V_220Ah_2100,Multipower,batteries_synth,64241.0,107069.0,AGM,220.0,12.0,0.83,,,,,,,,,,
Multipower_48V_280Ah_2109,Multipower,batteries_synth,81106.0,135178.0,AGM,280.0,48.0,0.83,,,,,,,,,,
Multipower_12V_230Ah_2147,Multipower,batteries_synth,43914.0,73190.0,AGM,230.0,12.0,0.84,,,,,,,,,,
Multipower_12V_290Ah_2216,Multipower,batteries_synth,49669.0,82781.0,AGM,290.0,12.0,0.83,,,,,,,,,,
Multipower_24V_260Ah_2217,Multipower,batteries_synth,53921.0,89869.0,AGM,260.0,24.0,0.83,,,,,,,,,,
Multipower_48V_20Ah_2220,Multipower,batteries_synth,47284.0,78806.0,AGM,20.0,48.0,0.83,,,,,,,,,,
Multipower_48V_150Ah_2229,Multipower,batteries_synth,86938.0,144898.0,AGM,150.0,48.0,0.84,,,,,,,,,,
Multipower_12V_260Ah_2312,Multipower,batteries_synth,103007.0,171679.0,AGM,260.0,12.0,0.82,,,,,,,,,,
Multipower_24V_200Ah_2323,Multipower,batteries_synth,97556.0,162592.0,AGM,200.0,24.0,0.84,,,,,,,,,,
Multipower_48V_210Ah_2326,Multipower,batteries_synth,91709.0,152849.0,AGM,210.0,48.0,0.84,,,,,,,,,,
Multipower_12V_140Ah_2344,Multipower,batteries_synth,51286.0,85478.0,AGM,140.0,12.0,0.82,,,,,,,,,,
Multipower_12V_20Ah_2361,Multipower,batteries_synth,102376.0,170626.0,AGM,20.0,12.0,0.82,,,,,,,,,,
Multipower_48V_180Ah_2364,Multipower,batteries_synth,94228.0,157046.0,AGM,180.0,48.0,0.82,,,,,,,,,,
Multipower_48V_220Ah_2428,Multipower,batteries_synth,69934.0,116556.0,AGM,220.0,48.0,0.82,,,,,,,,,,
Multipower_24V_60Ah_2465,Multipower,batteries_synth,46880.0,78134.0,AGM,60.0,24.0,0.84,,,,,,,,,,
Multipower_24V_70Ah_2475,Multipower,batteries_synth,76789.0,127981.0,AGM,70.0,24.0,0.82,,,,,,,,,,
Multipower_24V_170Ah_2722,Multipower,batteries_synth,93166.0,155278.0,AGM,170.0,24.0,0.83,,,,,,,,,,
Multipower_48V_90Ah_2759,Multipower,batteries_synth,47436.0,79060.0,AGM,90.0,48.0,0.83,,,,,,,,,,
Multipower_48V_210Ah_2949,Multipower,batteries_synth,56319.0,93865.0,AGM,210.0,48.0,0.85,,,,,,,,,,
Multipower_24V_260Ah_2957,Multipower,batteries_synth,75130.0,125216.0,AGM,260.0,24.0,0.82,,,,,,,,,,
Multipower_12V_300Ah_2963,Multipower,batteries_synth,87058.0,145098.0,AGM,300.0,12.0,0.83,,,,,,,,,,
Multipower_24V_50Ah_3003,Multipower,batteries_synth,60369.0,100615.0,AGM,50.0,24.0,0.84,,,,,,,,,,
Multipower_48V_290Ah_3015,Multipower,batteries_synth,103450.0,172418.0,AGM,290.0,48.0,0.85,,,,,,,,,,
Multipower_48V_70Ah_3101,Multipower,batteries_synth,81661.0,136101.0,AGM,70.0,48.0,0.85,,,,,,,,,,
Multipower_48V_300Ah_3139,Multipower,batteries_synth,93346.0,155576.0,AGM,300.0,48.0,0.83,,,,,,,,,,
Multipower_24V_90Ah_3154,Multipower,batteries_synth,76679.0,127799.0,AGM,90.0,24.0,0.85,,,,,,,,,,
Multipower_24V_120Ah_3229,Multipower,batteries_synth,92768.0,154612.0,AGM,120.0,24.0,0.82,,,,,,,,,,
Multipower_24V_140Ah_3274,Multipower,batteries_synth,43324.0,72208.0,AGM,140.0,24.0,0.83,,,,,,,,,,
Multipower_24V_220Ah_3392,Multipower,batteries_synth,60437.0,100729.0,AGM,220.0,24.0,0.83,,,,,,,,,,
Multipower_12V_80Ah_3395,Multipower,batteries_synth,85608.0,142680.0,AGM,80.0,12.0,0.84,,,,,,,,,,
Multipower_48V_180Ah_3427,Multipower,batteries_synth,104725.0,174541.0,AGM,180.0,48.0,0.84,,,,,,,,,,
Multipower_24V_30Ah_3503,Multipower,batteries_synth,74100.0,123500.0,AGM,30.0,24.0,0.82,,,,,,,,,,
Multipower_12V_20Ah_3541,Multipower,batteries_synth,84982.0,141636.0,AGM,20.0,12.0,0.83,,,,,,,,,,
Multipower_12V_160Ah_3574,Multipower,batteries_synth,68545.0,114241.0,AGM,160.0,12.0,0.82,,,,,,,,,,
Multipower_12V_240Ah_3592,Multipower,batteries_synth,87952.0,146588.0,AGM,240.0,12.0,0.82,,,,,,,,,,
Multipower_24V_30Ah_3614,Multipower,batteries_synth,66434.0,110724.0,AGM,30.0,24.0,0.82,,,,,,,,,,
Multipower_12V_300Ah_3639,Multipower,batteries_synth,49221.0,82035.0,AGM,300.0,12.0,0.85,,,,,,,,,,
Multipower_48V_100Ah_3703,Multipower,batteries_synth,78301.0,130501.0,AGM,100.0,48.0,0.82,,,,,,,,,,
Multipower_48V_20Ah_3767,Multipower,batteries_synth,44644.0,74408.0,AGM,20.0,48.0,0.84,,,,,,,,,,
Multipower_48V_150Ah_3795,Multipower,batteries_synth,69993.0,116655.0,AGM,150.0,48.0,0.84,,,,,,,,,,
Multipower_12V_20Ah_3817,Multipower,batteries_synth,95802.0,159670.0,AGM,20.0,12.0,0.84,,,,,,,,,,
Multipower_24V_140Ah_3847,Multipower,batteries_synth,63094.0,105156.0,AGM,140.0,24.0,0.84,,,,,,,,,,
Multipower_12V_260Ah_3934,Multipower,batteries_synth,39844.0,66408.0,AGM,260.0,12.0,0.83,,,,,,,,,,
Multipower_12V_260Ah_3938,Multipower,batteries_synth,60488.0,100814.0,AGM,260.0,12.0,0.85,,,,,,,,,,
Multipower_12V_290Ah_3939,Multipower,batteries_synth,43094.0,71824.0,AGM,290.0,12.0,0.82,,,,,,,,,,
Multipower_48V_200Ah_3945,Multipower,batteries_synth,65841.0,109735.0,AGM,200.0,48.0,0.82,,,,,,,,,,
Multipower_24V_260Ah_3974,Multipower,batteries_synth,47593.0,79321.0,AGM,260.0,24.0,0.84,,,,,,,,,,
Multipower_24V_200Ah_3997,Multipower,batteries_synth,77360.0,128932.0,AGM,200.0,24.0,0.82,,,,,,,,,,
Multipower_24V_90Ah_4109,Multipower,batteries_synth,97538.0,162564.0,AGM,90.0,24.0,0.82,,,,,,,,,,
Multipower_12V_220Ah_4124,Multipower,batteries_synth,70283.0,117139.0,AGM,220.0,12.0,0.83,,,,,,,,,,
Multipower_12V_230Ah_4200,Multipower,batteries_synth,96682.0,161138.0,AGM,230.0,12.0,0.82,,,,,,,,,,
Multipower_24V_260Ah_4215,Multipower,batteries_synth,44764.0,74608.0,AGM,260.0,24.0,0.82,,,,,,,,,,
Multipower_12V_200Ah_4244,Multipower,batteries_synth,80596.0,134326.0,AGM,200.0,12.0,0.83,,,,,,,,,,
Multipower_24V_50Ah_4251,Multipower,batteries_synth,88628.0,147712.0,AGM,50.0,24.0,0.82,,,,,,,,,,
Multipower_24V_290Ah_4289,Multipower,batteries_synth,57830.0,96384.0,AGM,290.0,24.0,0.82,,,,,,,,,,
Multipower_48V_240Ah_4314,Multipower,batteries_synth,87055.0,145091.0,AGM,240.0,48.0,0.83,,,,,,,,,,
Multipower_48V_280Ah_4402,Multipower,batteries_synth,86387.0,143979.0,AGM,280.0,48.0,0.84,,,,,,,,,,
Multipower_24V_90Ah_4412,Multipower,batteries_synth,105908.0,176512.0,AGM,90.0,24.0,0.82,,,,,,,,,,
Multipower_12V_80Ah_4423,Multipower,batteries_synth,109718.0,182864.0,AGM,80.0,12.0,0.82,,,,,,,,,,
Multipower_24V_160Ah_4437,Multipower,batteries_synth,74411.0,124019.0,AGM,160.0,24.0,0.82,,,,,,,,,,
Multipower_24V_220Ah_4463,Multipower,batteries_synth,55758.0,92930.0,AGM,220.0,24.0,0.82,,,,,,,,,,
Multipower_24V_180Ah_4536,Multipower,batteries_synth,92824.0,154708.0,AGM,180.0,24.0,0.85,,,,,,,,,,
Multipower_48V_80Ah_4565,Multipower,batteries_synth,100479.0,167465.0,AGM,80.0,48.0,0.85,,,,,,,,,,
Multipower_12V_240Ah_4585,Multipower,batteries_synth,42689.0,71149.0,AGM,240.0,12.0,0.83,,,,,,,,,,
Multipower_12V_110Ah_4591,Multipower,batteries_synth,57271.0,95451.0,AGM,110.0,12.0,0.82,,,,,,,,,,
