inverter_id,brand,rated_power_w,voltage_input,voltage_output,mode,derating_factor,price_min,price_max
Felicity Solar_16450W_329,Felicity Solar,16450.0,48.0,220.0,Multifunction,0.89,731111.0,1218519.0
Felicity Solar_1000W_346,Felicity Solar,1000.0,96.0,220.0,Multifunction,0.91,41255.0,68759.0
Felicity Solar_13150W_361,Felicity Solar,13150.0,48.0,220.0,Multifunction,0.89,374085.0,623475.0
Felicity Solar_7800W_381,Felicity Solar,7800.0,240.0,220.0,Multifunction,0.92,211476.0,352460.0
Felicity Solar_900W_399,Felicity Solar,900.0,48.0,220.0,Multifunction,0.91,32542.0,54236.0
Felicity Solar_19850W_560,Felicity Solar,19850.0,48.0,220.0,Multifunction,0.91,484200.0,807000.0
Felicity Solar_8300W_665,Felicity Solar,8300.0,240.0,220.0,Multifunction,0.9,292546.0,487576.0
Felicity Solar_6650W_708,Felicity Solar,6650.0,12.0,220.0,Multifunction,0.89,264962.0,441604.0
Felicity Solar_1650W_762,Felicity Solar,1650.0,240.0,220.0,Multifunction,0.92,65295.0,108825.0
Felicity Solar_6050W_778,Felicity Solar,6050.0,24.0,220.0,Multifunction,0.88,261752.0,436254.0
Felicity Solar_12650W_790,Felicity Solar,12650.0,24.0,220.0,Multifunction,0.88,377286.0,628810.0
Felicity Solar_7450W_1037,Felicity Solar,7450.0,12.0,220.0,Multifunction,0.87,320798.0,534662.0
Felicity Solar_7300W_1098,Felicity Solar,7300.0,24.0,220.0,Multifunction,0.92,173234.0,288724.0
Felicity Solar_13050W_1114,Felicity Solar,13050.0,24.0,220.0,Multifunction,0.89,343207.0,572011.0
Felicity Solar_12700W_1169,Felicity Solar,12700.0,24.0,220.0,Multifunction,0.89,395374.0,658958.0
Felicity Solar_9450W_1232,Felicity Solar,9450.0,96.0,220.0,Multifunction,0.88,329168.0,548614.0
Felicity Solar_6250W_1313,Felicity Solar,6250.0,96.0,220.0,Multifunction,0.9,140906.0,234844.0
Felicity Solar_14000W_1318,Felicity Solar,14000.0,48.0,220.0,Multifunction,0.88,610537.0,1017561.0
Felicity Solar_5700W_1322,Felicity Solar,5700.0,12.0,220.0,Multifunction,0.9,236739.0,394565.0
Felicity Solar_1650W_1352,Felicity Solar,1650.0,240.0,220.0,Multifunction,0.9,59072.0,98452.0
Felicity Solar_9150W_1378,Felicity Solar,9150.0,24.0,220.0,Multifunction,0.91,266266.0,443778.0
Felicity Solar_18100W_1397,Felicity Solar,18100.0,240.0,220.0,Multifunction,0.9,681619.0,1136031.0
Felicity Solar_4150W_1405,Felicity Solar,4150.0,240.0,220.0,Multifunction,0.88,165320.0,275532.0
Felicity Solar_6750W_1464,Felicity Solar,6750.0,96.0,220.0,Multifunction,0.91,290924.0,484874.0
Felicity Solar_6100W_1471,Felicity Solar,6100.0,96.0,220.0,Multifunction,0.91,263333.0,438889.0
Felicity Solar_4100W_1474,Felicity Solar,4100.0,24.0,220.0,Multifunction,0.88,139172.0,231954.0
Felicity Solar_12950W_1488,Felicity Solar,12950.0,240.0,220.0,Multifunction,0.91,302607.0,504345.0
Felicity Solar_7600W_1544,Felicity Solar,7600.0,48.0,220.0,Multifunction,0.88,198588.0,330980.0
Felicity Solar_8550W_1596,Felicity Solar,8550.0,48.0,220.0,Multifunction,0.91,361333.0,602221.0
Felicity Solar_6500W_1694,Felicity Solar,6500.0,96.0,220.0,Multifunction,0.88,203431.0,339051.0
Felicity Solar_10000W_1741,Felicity Solar,10000.0,96.0,220.0,Multifunction,0.88,356773.0,594621.0
Felicity Solar_3050W_1755,Felicity Solar,3050.0,240.0,220.0,Multifunction,0.89,102457.0,170761.0
Felicity Solar_19100W_1852,Felicity Solar,19100.0,24.0,220.0,Multifunction,0.89,681548.0,1135914.0
Felicity Solar_2800W_1868,Felicity Solar,2800.0,96.0,220.0,Multifunction,0.92,86782.0,144636.0
Felicity Solar_12950W_1906,Felicity Solar,12950.0,240.0,220.0,Multifunction,0.92,388515.0,647525.0
Felicity Solar_650W_1935,Felicity Solar,650.0,48.0,220.0,Multifunction,0.88,17431.0,29051.0
Felicity Solar_4600W_1941,Felicity Solar,4600.0,12.0,220.0,Multifunction,0.91,205019.0,341699.0
Felicity Solar_1800W_1946,Felicity Solar,1800.0,12.0,220.0,Multifunction,0.9,46334.0,77222.0
Felicity Solar_6800W_2011,Felicity Solar,6800.0,96.0,220.0,Multifunction,0.91,304051.0,506751.0
Felicity Solar_14150W_2048,Felicity Solar,14150.0,24.0,220.0,Multifunction,0.91,446778.0,744630.0
Felicity Solar_1800W_2095,Felicity Solar,1800.0,12.0,220.0,Multifunction,0.91,50962.0,84938.0
Felicity Solar_1550W_2162,Felicity Solar,1550.0,12.0,220.0,Multifunction,0.91,40893.0,68155.0
Felicity Solar_13050W_2197,Felicity Solar,13050.0,24.0,220.0,Multifunction,0.88,465855.0,776425.0
Felicity Solar_8100W_2335,Felicity Solar,8100.0,24.0,220.0,Multifunction,0.89,324613.0,541021.0
Felicity Solar_7650W_2376,Felicity Solar,7650.0,48.0,220.0,Multifunction,0.91,186910.0,311518.0
Felicity Solar_14150W_2396,Felicity Solar,14150.0,240.0,220.0,Multifunction,0.9,327795.0,546325.0
Felicity Solar_1650W_2430,Felicity Solar,1650.0,96.0,220.0,Multifunction,0.9,69604.0,116006.0
Felicity Solar_950W_2498,Felicity Solar,950.0,24.0,220.0,Multifunction,0.91,28477.0,47461.0
Felicity Solar_19750W_2545,Felicity Solar,19750.0,24.0,220.0,Multifunction,0.89,601414.0,1002358.0
Felicity Solar_11000W_2641,Felicity Solar,11000.0,240.0,220.0,Multifunction,0.88,386828.0,644714.0
Felicity Solar_12050W_2786,Felicity Solar,12050.0,12.0,220.0,Multifunction,0.9,294746.0,491242.0
Felicity Solar_16600W_2820,Felicity Solar,16600.0,240.0,220.0,Multifunction,0.92,491572.0,819286.0
Felicity Solar_16900W_3021,Felicity Solar,16900.0,240.0,220.0,Multifunction,0.91,418078.0,696798.0
Felicity Solar_11750W_3025,Felicity Solar,11750.0,12.0,220.0,Multifunction,0.88,406694.0,677822.0
Felicity Solar_17450W_3031,Felicity Solar,17450.0,12.0,220.0,Multifunction,0.91,780279.0,1300465.0
Felicity Solar_11600W_3082,Felicity Solar,11600.0,48.0,220.0,Multifunction,0.88,508289.0,847149.0
Felicity Solar_17650W_3158,Felicity Solar,17650.0,240.0,220.0,Multifunction,0.88,403481.0,672469.0
Felicity Solar_15250W_3194,Felicity Solar,15250.0,96.0,220.0,Multifunction,0.88,557917.0,929861.0
Felicity Solar_17200W_3197,Felicity Solar,17200.0,240.0,220.0,Multifunction,0.91,722064.0,1203440.0
Felicity Solar_7800W_3210,Felicity Solar,7800.0,240.0,220.0,Multifunction,0.91,257732.0,429554.0
Felicity Solar_10900W_3237,Felicity Solar,10900.0,240.0,220.0,Multifunction,0.89,444510.0,740850.0
Felicity Solar_12650W_3265,Felicity Solar,12650.0,24.0,220.0,Multifunction,0.88,405932.0,676554.0
Felicity Solar_16700W_3399,Felicity Solar,16700.0,96.0,220.0,Multifunction,0.91,510993.0,851655.0
Felicity Solar_9650W_3515,Felicity Solar,9650.0,240.0,220.0,Multifunction,0.91,419611.0,699351.0
Felicity Solar_4300W_3517,Felicity Solar,4300.0,240.0,220.0,Multifunction,0.91,110674.0,184456.0
Felicity Solar_10250W_3627,Felicity Solar,10250.0,96.0,220.0,Multifunction,0.92,373313.0,622189.0
Felicity Solar_5600W_3685,Felicity Solar,5600.0,48.0,220.0,Multifunction,0.89,185520.0,309200.0
Felicity Solar_13850W_3717,Felicity Solar,13850.0,240.0,220.0,Multifunction,0.9,569170.0,948618.0
Felicity Solar_5200W_3739,Felicity Solar,5200.0,12.0,220.0,Multifunction,0.87,227045.0,378409.0
Felicity Solar_6050W_3741,Felicity Solar,6050.0,96.0,220.0,Multifunction,0.9,170500.0,284166.0
Felicity Solar_750W_3748,Felicity Solar,750.0,96.0,220.0,Multifunction,0.91,24896.0,41494.0
Felicity Solar_11000W_3750,Felicity Solar,11000.0,96.0,220.0,Multifunction,0.89,430912.0,718186.0
Felicity Solar_19100W_3760,Felicity Solar,19100.0,48.0,220.0,Multifunction,0.91,433977.0,723295.0
Felicity Solar_17950W_3813,Felicity Solar,17950.0,12.0,220.0,Multifunction,0.88,735115.0,1225191.0
Felicity Solar_5400W_3840,Felicity Solar,5400.0,240.0,220.0,Multifunction,0.91,200261.0,333769.0
Felicity Solar_4800W_3922,Felicity Solar,4800.0,12.0,220.0,Multifunction,0.91,181589.0,302649.0
Felicity Solar_6100W_3939,Felicity Solar,6100.0,96.0,220.0,Multifunction,0.87,231135.0,385225.0
Felicity Solar_13850W_4213,Felicity Solar,13850.0,48.0,220.0,Multifunction,0.87,527689.0,879481.0
Felicity Solar_12800W_4235,Felicity Solar,12800.0,48.0,220.0,Multifunction,0.87,474664.0,791108.0
Felicity Solar_9000W_4262,Felicity Solar,9000.0,240.0,220.0,Multifunction,0.88,240622.0,401036.0
Felicity Solar_18350W_4310,Felicity Solar,18350.0,48.0,220.0,Multifunction,0.87,617399.0,1028999.0
Felicity Solar_19650W_4382,Felicity Solar,19650.0,240.0,220.0,Multifunction,0.87,472380.0,787300.0
Felicity Solar_6150W_4402,Felicity Solar,6150.0,96.0,220.0,Multifunction,0.89,188337.0,313895.0
Felicity Solar_13700W_4410,Felicity Solar,13700.0,12.0,220.0,Multifunction,0.9,477644.0,796072.0
Felicity Solar_12950W_4439,Felicity Solar,12950.0,240.0,220.0,Multifunction,0.9,407384.0,678972.0
Felicity Solar_10150W_4450,Felicity Solar,10150.0,96.0,220.0,Multifunction,0.89,413840.0,689732.0
Felicity Solar_8150W_4465,Felicity Solar,8150.0,24.0,220.0,Multifunction,0.9,323313.0,538855.0
Felicity Solar_2350W_4477,Felicity Solar,2350.0,96.0,220.0,Multifunction,0.9,73250.0,122082.0
Felicity Solar_12450W_4518,Felicity Solar,12450.0,240.0,220.0,Multifunction,0.9,421909.0,703181.0
Felicity Solar_1300W_4563,Felicity Solar,1300.0,96.0,220.0,Multifunction,0.89,44877.0,74795.0
Felicity Solar_4650W_4579,Felicity Solar,4650.0,240.0,220.0,Multifunction,0.9,150014.0,250022.0
Felicity Solar_4650W_4582,Felicity Solar,4650.0,240.0,220.0,Multifunction,0.88,131213.0,218689.0
Felicity Solar_17300W_4587,Felicity Solar,17300.0,48.0,220.0,Multifunction,0.88,571570.0,952616.0
Felicity Solar_7850W_4627,Felicity Solar,7850.0,12.0,220.0,Multifunction,0.9,351872.0,586454.0
Felicity Solar_15450W_4630,Felicity Solar,15450.0,96.0,220.0,Multifunction,0.9,625397.0,1042329.0
Felicity Solar_17050W_4683,Felicity Solar,17050.0,24.0,220.0,Multifunction,0.88,482522.0,804204.0
Felicity Solar_15700W_4741,Felicity Solar,15700.0,48.0,220.0,Multifunction,0.88,638029.0,1063381.0
Felicity Solar_4300W_4779,Felicity Solar,4300.0,48.0,220.0,Multifunction,0.9,140040.0,233400.0
Felicity Solar_19050W_4836,Felicity Solar,19050.0,12.0,220.0,Multifunction,0.88,439728.0,732880.0
Felicity Solar_5900W_4868,Felicity Solar,5900.0,12.0,220.0,Multifunction,0.88,249965.0,416609.0
Felicity Solar_13300W_4928,Felicity Solar,13300.0,96.0,220.0,Multifunction,0.88,310651.0,517751.0
Felicity Solar_11850W_4962,Felicity Solar,11850.0,240.0,220.0,Multifunction,0.88,486155.0,810259.0
Felicity Solar_13300W_58,Felicity Solar,13300.0,240.0,220.0,Off-Grid,0.87,425387.0,708979.0
Felicity Solar_9150W_81,Felicity Solar,9150.0,96.0,220.0,Off-Grid,0.91,309832.0,516386.0
Felicity Solar_17250W_114,Felicity Solar,17250.0,240.0,220.0,Off-Grid,0.88,485839.0,809731.0
Felicity Solar_3750W_133,Felicity Solar,3750.0,96.0,220.0,Off-Grid,0.9,101422.0,169038.0
Felicity Solar_13750W_162,Felicity Solar,13750.0,96.0,220.0,Off-Grid,0.92,378748.0,631248.0
Felicity Solar_6950W_182,Felicity Solar,6950.0,12.0,220.0,Off-Grid,0.87,158156.0,263592.0
Felicity Solar_12350W_203,Felicity Solar,12350.0,24.0,220.0,Off-Grid,0.9,368960.0,614932.0
Felicity Solar_16900W_218,Felicity Solar,16900.0,24.0,220.0,Off-Grid,0.9,537441.0,895735.0
Felicity Solar_9350W_228,Felicity Solar,9350.0,12.0,220.0,Off-Grid,0.92,240906.0,401510.0
Felicity Solar_14250W_385,Felicity Solar,14250.0,96.0,220.0,Off-Grid,0.88,639745.0,1066241.0
Felicity Solar_11300W_398,Felicity Solar,11300.0,24.0,220.0,Off-Grid,0.91,496510.0,827518.0
Felicity Solar_11900W_534,Felicity Solar,11900.0,12.0,220.0,Off-Grid,0.89,414837.0,691395.0
Felicity Solar_15200W_554,Felicity Solar,15200.0,24.0,220.0,Off-Grid,0.9,658104.0,1096840.0
Felicity Solar_4850W_598,Felicity Solar,4850.0,48.0,220.0,Off-Grid,0.91,216266.0,360444.0
Felicity Solar_11450W_629,Felicity Solar,11450.0,96.0,220.0,Off-Grid,0.91,504909.0,841515.0
Felicity Solar_7450W_660,Felicity Solar,7450.0,96.0,220.0,Off-Grid,0.9,293765.0,489609.0
Felicity Solar_2600W_711,Felicity Solar,2600.0,240.0,220.0,Off-Grid,0.89,96600.0,161000.0
Felicity Solar_2300W_776,Felicity Solar,2300.0,12.0,220.0,Off-Grid,0.88,75170.0,125284.0
Felicity Solar_13450W_784,Felicity Solar,13450.0,96.0,220.0,Off-Grid,0.89,409226.0,682044.0
Felicity Solar_13100W_825,Felicity Solar,13100.0,240.0,220.0,Off-Grid,0.92,438590.0,730984.0
Felicity Solar_6350W_845,Felicity Solar,6350.0,24.0,220.0,Off-Grid,0.89,232123.0,386871.0
Felicity Solar_19000W_875,Felicity Solar,19000.0,12.0,220.0,Off-Grid,0.91,826426.0,1377376.0
Felicity Solar_6450W_879,Felicity Solar,6450.0,12.0,220.0,Off-Grid,0.91,262559.0,437599.0
Felicity Solar_14800W_891,Felicity Solar,14800.0,96.0,220.0,Off-Grid,0.89,506638.0,844398.0
Felicity Solar_8650W_921,Felicity Solar,8650.0,12.0,220.0,Off-Grid,0.9,250323.0,417205.0
Felicity Solar_4000W_924,Felicity Solar,4000.0,12.0,220.0,Off-Grid,0.88,166396.0,277326.0
Felicity Solar_2400W_932,Felicity Solar,2400.0,240.0,220.0,Off-Grid,0.87,86642.0,144404.0
Felicity Solar_750W_949,Felicity Solar,750.0,12.0,220.0,Off-Grid,0.9,21344.0,35574.0
Felicity Solar_8200W_956,Felicity Solar,8200.0,24.0,220.0,Off-Grid,0.89,283191.0,471985.0
Felicity Solar_16450W_1043,Felicity Solar,16450.0,240.0,220.0,Off-Grid,0.91,425096.0,708492.0
Felicity Solar_16400W_1134,Felicity Solar,16400.0,96.0,220.0,Off-Grid,0.9,628617.0,1047695.0
Felicity Solar_1100W_1143,Felicity Solar,1100.0,48.0,220.0,Off-Grid,0.88,28739.0,47899.0
Felicity Solar_9850W_1178,Felicity Solar,9850.0,240.0,220.0,Off-Grid,0.9,398235.0,663725.0
Felicity Solar_2700W_1183,Felicity Solar,2700.0,24.0,220.0,Off-Grid,0.91,80361.0,133935.0
Felicity Solar_14950W_1265,Felicity Solar,14950.0,12.0,220.0,Off-Grid,0.9,565022.0,941702.0
Felicity Solar_14800W_1475,Felicity Solar,14800.0,12.0,220.0,Off-Grid,0.87,543532.0,905888.0
Felicity Solar_14300W_1478,Felicity Solar,14300.0,24.0,220.0,Off-Grid,0.88,532667.0,887779.0
Felicity Solar_10500W_1500,Felicity Solar,10500.0,96.0,220.0,Off-Grid,0.91,289507.0,482511.0
Felicity Solar_2900W_1628,Felicity Solar,2900.0,12.0,220.0,Off-Grid,0.88,86132.0,143552.0
Felicity Solar_8550W_1633,Felicity Solar,8550.0,24.0,220.0,Off-Grid,0.89,318882.0,531470.0
Felicity Solar_10600W_1691,Felicity Solar,10600.0,24.0,220.0,Off-Grid,0.92,325245.0,542075.0
Felicity Solar_7600W_1798,Felicity Solar,7600.0,96.0,220.0,Off-Grid,0.87,315116.0,525192.0
Felicity Solar_15350W_1847,Felicity Solar,15350.0,240.0,220.0,Off-Grid,0.89,379729.0,632881.0
Felicity Solar_6500W_1884,Felicity Solar,6500.0,12.0,220.0,Off-Grid,0.91,212834.0,354722.0
Felicity Solar_7100W_1972,Felicity Solar,7100.0,12.0,220.0,Off-Grid,0.88,257075.0,428459.0
Felicity Solar_10300W_2026,Felicity Solar,10300.0,48.0,220.0,Off-Grid,0.89,291842.0,486404.0
Felicity Solar_16050W_2029,Felicity Solar,16050.0,48.0,220.0,Off-Grid,0.9,429356.0,715594.0
Felicity Solar_11150W_2092,Felicity Solar,11150.0,24.0,220.0,Off-Grid,0.87,478536.0,797560.0
Felicity Solar_16800W_2183,Felicity Solar,16800.0,48.0,220.0,Off-Grid,0.92,573586.0,955978.0
Felicity Solar_13550W_2207,Felicity Solar,13550.0,240.0,220.0,Off-Grid,0.9,451228.0,752048.0
Felicity Solar_9650W_2215,Felicity Solar,9650.0,24.0,220.0,Off-Grid,0.89,343758.0,572930.0
Felicity Solar_5200W_2234,Felicity Solar,5200.0,12.0,220.0,Off-Grid,0.92,227794.0,379656.0
Felicity Solar_14050W_2249,Felicity Solar,14050.0,240.0,220.0,Off-Grid,0.9,474364.0,790606.0
Felicity Solar_6350W_2280,Felicity Solar,6350.0,48.0,220.0,Off-Grid,0.91,231608.0,386014.0
Felicity Solar_4950W_2311,Felicity Solar,4950.0,12.0,220.0,Off-Grid,0.89,174271.0,290451.0
Felicity Solar_19200W_2433,Felicity Solar,19200.0,48.0,220.0,Off-Grid,0.89,835340.0,1392232.0
Felicity Solar_12950W_2467,Felicity Solar,12950.0,48.0,220.0,Off-Grid,0.89,441020.0,735034.0
Felicity Solar_10500W_2476,Felicity Solar,10500.0,96.0,220.0,Off-Grid,0.92,432109.0,720181.0
Felicity Solar_7100W_2556,Felicity Solar,7100.0,24.0,220.0,Off-Grid,0.9,259119.0,431865.0
Felicity Solar_18400W_2559,Felicity Solar,18400.0,96.0,220.0,Off-Grid,0.87,695056.0,1158426.0
Felicity Solar_700W_2561,Felicity Solar,700.0,240.0,220.0,Off-Grid,0.9,22818.0,38030.0
Felicity Solar_19100W_2657,Felicity Solar,19100.0,24.0,220.0,Off-Grid,0.87,650214.0,1083690.0
Felicity Solar_18000W_2713,Felicity Solar,18000.0,12.0,220.0,Off-Grid,0.91,760166.0,1266944.0
Felicity Solar_1950W_2741,Felicity Solar,1950.0,24.0,220.0,Off-Grid,0.87,67515.0,112525.0
Felicity Solar_9750W_2760,Felicity Solar,9750.0,96.0,220.0,Off-Grid,0.9,393008.0,655012.0
Felicity Solar_2800W_2826,Felicity Solar,2800.0,24.0,220.0,Off-Grid,0.89,107022.0,178370.0
Felicity Solar_16100W_2857,Felicity Solar,16100.0,12.0,220.0,Off-Grid,0.92,406070.0,676784.0
Felicity Solar_5300W_2882,Felicity Solar,5300.0,240.0,220.0,Off-Grid,0.89,237735.0,396225.0
Felicity Solar_14250W_2893,Felicity Solar,14250.0,24.0,220.0,Off-Grid,0.92,391980.0,653300.0
Felicity Solar_10100W_2907,Felicity Solar,10100.0,48.0,220.0,Off-Grid,0.87,385034.0,641724.0
Felicity Solar_11300W_3034,Felicity Solar,11300.0,48.0,220.0,Off-Grid,0.9,410024.0,683374.0
Felicity Solar_16050W_3089,Felicity Solar,16050.0,96.0,220.0,Off-Grid,0.9,658684.0,1097808.0
Felicity Solar_10350W_3183,Felicity Solar,10350.0,24.0,220.0,Off-Grid,0.88,347288.0,578812.0
Felicity Solar_11100W_3198,Felicity Solar,11100.0,12.0,220.0,Off-Grid,0.9,324512.0,540852.0
Felicity Solar_17900W_3249,Felicity Solar,17900.0,96.0,220.0,Off-Grid,0.87,560276.0,933794.0
Felicity Solar_8000W_3280,Felicity Solar,8000.0,24.0,220.0,Off-Grid,0.89,229465.0,382441.0
Felicity Solar_17100W_3322,Felicity Solar,17100.0,240.0,220.0,Off-Grid,0.9,551776.0,919628.0
Felicity Solar_6500W_3341,Felicity Solar,6500.0,24.0,220.0,Off-Grid,0.88,289023.0,481705.0
Felicity Solar_8100W_3414,Felicity Solar,8100.0,48.0,220.0,Off-Grid,0.88,260106.0,433510.0
Felicity Solar_7000W_3452,Felicity Solar,7000.0,48.0,220.0,Off-Grid,0.92,229642.0,382738.0
Felicity Solar_16850W_3479,Felicity Solar,16850.0,240.0,220.0,Off-Grid,0.89,396156.0,660260.0
Felicity Solar_1250W_3499,Felicity Solar,1250.0,96.0,220.0,Off-Grid,0.89,34441.0,57401.0
Felicity Solar_16050W_3531,Felicity Solar,16050.0,24.0,220.0,Off-Grid,0.9,556330.0,927218.0
Felicity Solar_700W_3532,Felicity Solar,700.0,12.0,220.0,Off-Grid,0.89,17067.0,28445.0
Felicity Solar_3850W_3559,Felicity Solar,3850.0,240.0,220.0,Off-Grid,0.88,120364.0,200608.0
Felicity Solar_8900W_3583,Felicity Solar,8900.0,12.0,220.0,Off-Grid,0.92,206851.0,344751.0
Felicity Solar_17700W_3584,Felicity Solar,17700.0,240.0,220.0,Off-Grid,0.91,405718.0,676198.0
Felicity Solar_2600W_3628,Felicity Solar,2600.0,24.0,220.0,Off-Grid,0.92,79768.0,132948.0
Felicity Solar_8250W_3695,Felicity Solar,8250.0,48.0,220.0,Off-Grid,0.91,277574.0,462624.0
Felicity Solar_15000W_3711,Felicity Solar,15000.0,96.0,220.0,Off-Grid,0.9,524786.0,874644.0
Felicity Solar_10400W_3770,Felicity Solar,10400.0,240.0,220.0,Off-Grid,0.91,280659.0,467765.0
Felicity Solar_12650W_3772,Felicity Solar,12650.0,24.0,220.0,Off-Grid,0.88,406683.0,677805.0
Felicity Solar_15700W_3833,Felicity Solar,15700.0,12.0,220.0,Off-Grid,0.9,401015.0,668359.0
Felicity Solar_6050W_3974,Felicity Solar,6050.0,12.0,220.0,Off-Grid,0.89,263740.0,439566.0
Felicity Solar_17400W_4000,Felicity Solar,17400.0,240.0,220.0,Off-Grid,0.9,520073.0,866789.0
Felicity Solar_11700W_4132,Felicity Solar,11700.0,96.0,220.0,Off-Grid,0.9,394853.0,658089.0
Felicity Solar_8650W_4193,Felicity Solar,8650.0,240.0,220.0,Off-Grid,0.89,379470.0,632450.0
Felicity Solar_2900W_4205,Felicity Solar,2900.0,240.0,220.0,Off-Grid,0.88,77364.0,128940.0
Felicity Solar_3750W_4247,Felicity Solar,3750.0,96.0,220.0,Off-Grid,0.9,114791.0,191319.0
Felicity Solar_1800W_4248,Felicity Solar,1800.0,24.0,220.0,Off-Grid,0.88,51808.0,86348.0
Felicity Solar_15200W_4291,Felicity Solar,15200.0,240.0,220.0,Off-Grid,0.91,503264.0,838772.0
Felicity Solar_14050W_4318,Felicity Solar,14050.0,240.0,220.0,Off-Grid,0.88,393200.0,655334.0
Felicity Solar_17000W_4320,Felicity Solar,17000.0,240.0,220.0,Off-Grid,0.88,486416.0,810692.0
Felicity Solar_19900W_4360,Felicity Solar,19900.0,96.0,220.0,Off-Grid,0.92,855635.0,1426059.0
Felicity Solar_11500W_4373,Felicity Solar,11500.0,48.0,220.0,Off-Grid,0.87,293864.0,489772.0
Felicity Solar_4850W_4378,Felicity Solar,4850.0,48.0,220.0,Off-Grid,0.88,206545.0,344241.0
Felicity Solar_15150W_4485,Felicity Solar,15150.0,12.0,220.0,Off-Grid,0.89,543639.0,906065.0
Felicity Solar_15300W_4535,Felicity Solar,15300.0,24.0,220.0,Off-Grid,0.87,398471.0,664119.0
Felicity Solar_9650W_4554,Felicity Solar,9650.0,48.0,220.0,Off-Grid,0.9,230308.0,383846.0
Felicity Solar_6450W_4645,Felicity Solar,6450.0,48.0,220.0,Off-Grid,0.89,245492.0,409152.0
Felicity Solar_3400W_4675,Felicity Solar,3400.0,240.0,220.0,Off-Grid,0.9,149818.0,249696.0
Felicity Solar_8500W_4681,Felicity Solar,8500.0,24.0,220.0,Off-Grid,0.91,360956.0,601594.0
Felicity Solar_10400W_4809,Felicity Solar,10400.0,48.0,220.0,Off-Grid,0.92,326088.0,543480.0
Felicity Solar_6100W_4846,Felicity Solar,6100.0,96.0,220.0,Off-Grid,0.88,221899.0,369831.0
Felicity Solar_1700W_4853,Felicity Solar,1700.0,48.0,220.0,Off-Grid,0.88,69091.0,115151.0
Felicity Solar_3650W_4923,Felicity Solar,3650.0,12.0,220.0,Off-Grid,0.88,148304.0,247174.0
Fronius_19450W_481,Fronius,19450.0,240.0,220.0,Battery-Based,0.92,1785242.0,2975404.0
Fronius_15550W_605,Fronius,15550.0,96.0,220.0,Battery-Based,0.91,1642900.0,2738166.0
Fronius_5700W_772,Fronius,5700.0,240.0,220.0,Battery-Based,0.91,505293.0,842155.0
Fronius_6000W_908,Fronius,6000.0,240.0,220.0,Battery-Based,0.88,495992.0,826654.0
Fronius_16350W_1007,Fronius,16350.0,240.0,220.0,Battery-Based,0.9,1533916.0,2556526.0
Fronius_19450W_1044,Fronius,19450.0,12.0,220.0,Battery-Based,0.89,1869476.0,3115792.0
Fronius_7100W_1103,Fronius,7100.0,24.0,220.0,Battery-Based,0.91,734533.0,1224221.0
Fronius_5850W_1173,Fronius,5850.0,12.0,220.0,Battery-Based,0.9,625810.0,1043016.0
Fronius_2150W_1298,Fronius,2150.0,96.0,220.0,Battery-Based,0.87,239438.0,399062.0
Fronius_8600W_1319,Fronius,8600.0,96.0,220.0,Battery-Based,0.9,766814.0,1278022.0
Fronius_12100W_1359,Fronius,12100.0,24.0,220.0,Battery-Based,0.89,1170868.0,1951448.0
Fronius_7250W_1504,Fronius,7250.0,96.0,220.0,Battery-Based,0.89,659940.0,1099900.0
Fronius_2650W_1559,Fronius,2650.0,24.0,220.0,Battery-Based,0.87,232438.0,387396.0
Fronius_15050W_1581,Fronius,15050.0,96.0,220.0,Battery-Based,0.91,1284192.0,2140320.0
Fronius_12700W_1684,Fronius,12700.0,24.0,220.0,Battery-Based,0.88,1032164.0,1720274.0
Fronius_6350W_2163,Fronius,6350.0,240.0,220.0,Battery-Based,0.89,621008.0,1035012.0
Fronius_10500W_2369,Fronius,10500.0,24.0,220.0,Battery-Based,0.9,1026316.0,1710526.0
Fronius_1850W_2418,Fronius,1850.0,48.0,220.0,Battery-Based,0.92,193628.0,322714.0
Fronius_19150W_2612,Fronius,19150.0,48.0,220.0,Battery-Based,0.91,1697075.0,2828459.0
Fronius_13100W_2681,Fronius,13100.0,24.0,220.0,Battery-Based,0.88,1435475.0,2392459.0
Fronius_10900W_2717,Fronius,10900.0,24.0,220.0,Battery-Based,0.91,894295.0,1490491.0
Fronius_8500W_2931,Fronius,8500.0,24.0,220.0,Battery-Based,0.91,670603.0,1117671.0
Fronius_2850W_2948,Fronius,2850.0,12.0,220.0,Battery-Based,0.92,263353.0,438921.0
Fronius_3800W_3078,Fronius,3800.0,12.0,220.0,Battery-Based,0.92,360682.0,601136.0
Fronius_14350W_3102,Fronius,14350.0,12.0,220.0,Battery-Based,0.91,1492211.0,2487019.0
Fronius_16850W_3111,Fronius,16850.0,24.0,220.0,Battery-Based,0.88,1796277.0,2993795.0
Fronius_8600W_3146,Fronius,8600.0,48.0,220.0,Battery-Based,0.88,909719.0,1516199.0
Fronius_14050W_3340,Fronius,14050.0,240.0,220.0,Battery-Based,0.88,1339430.0,2232382.0
Fronius_13200W_3347,Fronius,13200.0,96.0,220.0,Battery-Based,0.89,1130391.0,1883985.0
Fronius_1450W_3620,Fronius,1450.0,12.0,220.0,Battery-Based,0.88,122582.0,204302.0
Fronius_7700W_3658,Fronius,7700.0,24.0,220.0,Battery-Based,0.92,751240.0,1252066.0
