panel_id,brand,panel_type,rated_power_w,voltage,derating_factor,cabling_loss,safety_factor,length_m,width_m,area_m2,price_min,price_max
Jinko Solar_330W_Bifacial_4721,Jinko Solar,Bifacial,330.0,36.0,0.81,0.05,0.12,1.65,0.99,1.63,70064.0,116772.0
Jinko Solar_420W_Bifacial_4750,Jinko Solar,Bifacial,420.0,36.0,0.78,0.06,0.08,1.86,1.0,1.86,101543.0,169239.0
Jinko Solar_330W_Bifacial_4754,Jinko Solar,Bifacial,330.0,36.0,0.8,0.04,0.11,1.61,0.92,1.48,72223.0,120371.0
Jinko Solar_130W_Bifacial_4767,Jinko Solar,Bifacial,130.0,24.0,0.79,0.04,0.1,1.25,0.56,0.7,31732.0,52886.0
Jinko Solar_480W_Bifacial_4809,Jinko Solar,Bifacial,480.0,24.0,0.79,0.06,0.11,2.04,1.0,2.04,109726.0,182878.0
Jinko Solar_490W_Bifacial_4852,Jinko Solar,Bifacial,490.0,36.0,0.8,0.04,0.11,2.02,1.0,2.02,116192.0,193654.0
Jinko Solar_190W_Bifacial_4866,Jinko Solar,Bifacial,190.0,36.0,0.81,0.05,0.11,1.55,0.91,1.41,45957.0,76595.0
Jinko Solar_150W_Bifacial_4911,Jinko Solar,Bifacial,150.0,12.0,0.81,0.06,0.11,1.22,0.58,0.71,30152.0,50252.0
Jinko Solar_470W_Bifacial_4944,Jinko Solar,Bifacial,470.0,12.0,0.79,0.05,0.09,2.01,1.0,2.01,108924.0,181540.0
Jinko Solar_570W_Half-Cut_21,Jinko Solar,Half-Cut,570.0,12.0,0.8,0.06,0.11,2.03,1.0,2.03,141934.0,236556.0
Jinko Solar_60W_Half-Cut_23,Jinko Solar,Half-Cut,60.0,36.0,0.78,0.04,0.09,1.08,0.61,0.66,14150.0,23582.0
Jinko Solar_260W_Half-Cut_56,Jinko Solar,Half-Cut,260.0,48.0,0.8,0.05,0.11,1.61,0.96,1.55,47447.0,79079.0
Jinko Solar_240W_Half-Cut_73,Jinko Solar,Half-Cut,240.0,24.0,0.79,0.06,0.09,1.51,0.99,1.49,47995.0,79991.0
Jinko Solar_130W_Half-Cut_99,Jinko Solar,Half-Cut,130.0,24.0,0.78,0.05,0.12,1.1,0.54,0.59,29108.0,48512.0
Jinko Solar_270W_Half-Cut_170,Jinko Solar,Half-Cut,270.0,36.0,0.81,0.05,0.11,1.69,0.99,1.67,60971.0,101619.0
Jinko Solar_440W_Half-Cut_204,Jinko Solar,Half-Cut,440.0,12.0,0.8,0.05,0.12,1.77,1.0,1.77,81625.0,136041.0
Jinko Solar_80W_Half-Cut_219,Jinko Solar,Half-Cut,80.0,24.0,0.8,0.06,0.09,1.05,0.62,0.65,15839.0,26399.0
Jinko Solar_480W_Half-Cut_244,Jinko Solar,Half-Cut,480.0,48.0,0.79,0.05,0.1,2.0,1.0,2.0,92896.0,154828.0
Jinko Solar_220W_Half-Cut_257,Jinko Solar,Half-Cut,220.0,48.0,0.8,0.06,0.09,1.55,0.83,1.29,46804.0,78006.0
Jinko Solar_530W_Half-Cut_290,Jinko Solar,Half-Cut,530.0,48.0,0.79,0.05,0.12,2.0,1.0,2.0,126166.0,210276.0
Jinko Solar_90W_Half-Cut_325,Jinko Solar,Half-Cut,90.0,24.0,0.79,0.05,0.1,1.18,0.56,0.66,22653.0,37755.0
Jinko Solar_260W_Half-Cut_354,Jinko Solar,Half-Cut,260.0,24.0,0.82,0.05,0.11,1.69,0.98,1.66,56377.0,93961.0
Jinko Solar_450W_Half-Cut_395,Jinko Solar,Half-Cut,450.0,24.0,0.78,0.04,0.11,1.83,1.0,1.83,78272.0,130454.0
Jinko Solar_560W_Half-Cut_489,Jinko Solar,Half-Cut,560.0,36.0,0.79,0.06,0.1,2.01,1.0,2.01,121865.0,203109.0
Jinko Solar_240W_Half-Cut_525,Jinko Solar,Half-Cut,240.0,36.0,0.8,0.06,0.09,1.52,0.96,1.46,46358.0,77264.0
Jinko Solar_580W_Half-Cut_548,Jinko Solar,Half-Cut,580.0,48.0,0.79,0.04,0.09,2.01,1.0,2.01,131775.0,219625.0
Jinko Solar_290W_Half-Cut_554,Jinko Solar,Half-Cut,290.0,36.0,0.82,0.05,0.1,1.64,0.98,1.61,57015.0,95025.0
Jinko Solar_590W_Half-Cut_596,Jinko Solar,Half-Cut,590.0,12.0,0.79,0.04,0.11,2.03,1.0,2.03,137199.0,228665.0
Jinko Solar_300W_Half-Cut_612,Jinko Solar,Half-Cut,300.0,12.0,0.82,0.04,0.09,1.61,0.97,1.56,52936.0,88226.0
Jinko Solar_80W_Half-Cut_622,Jinko Solar,Half-Cut,80.0,24.0,0.81,0.06,0.09,1.14,0.58,0.66,13767.0,22945.0
Jinko Solar_460W_Half-Cut_665,Jinko Solar,Half-Cut,460.0,36.0,0.81,0.04,0.1,2.04,1.0,2.04,113363.0,188939.0
Jinko Solar_350W_Half-Cut_683,Jinko Solar,Half-Cut,350.0,24.0,0.79,0.05,0.1,1.69,0.99,1.67,72175.0,120291.0
Jinko Solar_90W_Half-Cut_713,Jinko Solar,Half-Cut,90.0,36.0,0.8,0.05,0.11,1.11,0.65,0.72,20630.0,34382.0
Jinko Solar_360W_Half-Cut_728,Jinko Solar,Half-Cut,360.0,12.0,0.82,0.06,0.1,1.85,0.99,1.83,68396.0,113992.0
Jinko Solar_310W_Half-Cut_744,Jinko Solar,Half-Cut,310.0,36.0,0.82,0.05,0.11,1.6,0.95,1.52,57020.0,95034.0
Jinko Solar_380W_Half-Cut_773,Jinko Solar,Half-Cut,380.0,48.0,0.78,0.05,0.1,1.89,1.0,1.89,68524.0,114208.0
Jinko Solar_510W_Half-Cut_802,Jinko Solar,Half-Cut,510.0,36.0,0.82,0.05,0.11,2.04,1.0,2.04,121839.0,203065.0
Jinko Solar_90W_Half-Cut_809,Jinko Solar,Half-Cut,90.0,12.0,0.79,0.05,0.09,1.29,0.53,0.68,16126.0,26878.0
Jinko Solar_300W_Half-Cut_898,Jinko Solar,Half-Cut,300.0,12.0,0.79,0.05,0.1,1.61,0.93,1.5,61093.0,101821.0
Jinko Solar_390W_Half-Cut_949,Jinko Solar,Half-Cut,390.0,24.0,0.81,0.05,0.11,1.88,0.99,1.86,87284.0,145474.0
Jinko Solar_440W_Half-Cut_1077,Jinko Solar,Half-Cut,440.0,24.0,0.8,0.04,0.12,1.75,1.0,1.75,107912.0,179852.0
Jinko Solar_350W_Half-Cut_1120,Jinko Solar,Half-Cut,350.0,24.0,0.78,0.04,0.11,1.67,0.97,1.62,89270.0,148784.0
Jinko Solar_540W_Half-Cut_1154,Jinko Solar,Half-Cut,540.0,24.0,0.8,0.05,0.11,2.02,1.0,2.02,124118.0,206862.0
Jinko Solar_600W_Half-Cut_1171,Jinko Solar,Half-Cut,600.0,12.0,0.79,0.04,0.11,2.03,1.0,2.03,149474.0,249124.0
Jinko Solar_50W_Half-Cut_1186,Jinko Solar,Half-Cut,50.0,12.0,0.8,0.06,0.09,1.23,0.51,0.63,12578.0,20964.0
Jinko Solar_580W_Half-Cut_1241,Jinko Solar,Half-Cut,580.0,48.0,0.82,0.04,0.09,2.02,1.0,2.02,129367.0,215611.0
Jinko Solar_510W_Half-Cut_1303,Jinko Solar,Half-Cut,510.0,24.0,0.81,0.05,0.09,2.01,1.0,2.01,89362.0,148936.0
Jinko Solar_470W_Half-Cut_1337,Jinko Solar,Half-Cut,470.0,36.0,0.78,0.05,0.12,2.05,1.0,2.05,112187.0,186979.0
Jinko Solar_250W_Half-Cut_1402,Jinko Solar,Half-Cut,250.0,36.0,0.81,0.06,0.12,1.58,0.93,1.47,43484.0,72474.0
Jinko Solar_110W_Half-Cut_1466,Jinko Solar,Half-Cut,110.0,24.0,0.79,0.05,0.1,1.06,0.52,0.55,24040.0,40068.0
Jinko Solar_460W_Half-Cut_1467,Jinko Solar,Half-Cut,460.0,36.0,0.81,0.06,0.1,2.01,1.0,2.01,100619.0,167699.0
Jinko Solar_590W_Half-Cut_1477,Jinko Solar,Half-Cut,590.0,48.0,0.79,0.04,0.1,2.01,1.0,2.01,153286.0,255476.0
Jinko Solar_350W_Half-Cut_1575,Jinko Solar,Half-Cut,350.0,48.0,0.82,0.04,0.1,1.65,0.91,1.5,74806.0,124678.0
Jinko Solar_210W_Half-Cut_1601,Jinko Solar,Half-Cut,210.0,48.0,0.79,0.05,0.12,1.5,0.8,1.2,36758.0,61264.0
Jinko Solar_460W_Half-Cut_1664,Jinko Solar,Half-Cut,460.0,12.0,0.8,0.06,0.11,2.02,1.0,2.02,91221.0,152035.0
Jinko Solar_50W_Half-Cut_1704,Jinko Solar,Half-Cut,50.0,24.0,0.79,0.04,0.12,1.01,0.62,0.63,12568.0,20946.0
Jinko Solar_60W_Half-Cut_1746,Jinko Solar,Half-Cut,60.0,24.0,0.8,0.06,0.08,1.22,0.61,0.74,10958.0,18262.0
Jinko Solar_560W_Half-Cut_1782,Jinko Solar,Half-Cut,560.0,24.0,0.8,0.04,0.11,2.01,1.0,2.01,134240.0,223734.0
Jinko Solar_320W_Half-Cut_1875,Jinko Solar,Half-Cut,320.0,12.0,0.82,0.05,0.08,1.69,0.99,1.67,60375.0,100625.0
Jinko Solar_280W_Half-Cut_1883,Jinko Solar,Half-Cut,280.0,48.0,0.81,0.06,0.09,1.65,0.98,1.62,49827.0,83045.0
Jinko Solar_90W_Half-Cut_1899,Jinko Solar,Half-Cut,90.0,48.0,0.81,0.04,0.11,1.05,0.54,0.57,20600.0,34334.0
Jinko Solar_350W_Half-Cut_1919,Jinko Solar,Half-Cut,350.0,36.0,0.79,0.04,0.09,1.69,0.91,1.54,63975.0,106625.0
Jinko Solar_120W_Half-Cut_1997,Jinko Solar,Half-Cut,120.0,36.0,0.81,0.06,0.11,1.22,0.6,0.73,30235.0,50391.0
Jinko Solar_270W_Half-Cut_2049,Jinko Solar,Half-Cut,270.0,48.0,0.8,0.05,0.11,1.69,1.0,1.69,46868.0,78114.0
Jinko Solar_140W_Half-Cut_2052,Jinko Solar,Half-Cut,140.0,12.0,0.79,0.04,0.1,1.2,0.6,0.72,32768.0,54612.0
Jinko Solar_300W_Half-Cut_2058,Jinko Solar,Half-Cut,300.0,12.0,0.81,0.05,0.12,1.66,0.94,1.56,68874.0,114790.0
Jinko Solar_530W_Half-Cut_2062,Jinko Solar,Half-Cut,530.0,48.0,0.78,0.05,0.11,2.04,1.0,2.04,136362.0,227270.0
Jinko Solar_130W_Half-Cut_2106,Jinko Solar,Half-Cut,130.0,24.0,0.81,0.06,0.11,1.14,0.69,0.79,26885.0,44809.0
Jinko Solar_110W_Half-Cut_2119,Jinko Solar,Half-Cut,110.0,24.0,0.8,0.04,0.1,1.11,0.51,0.57,24532.0,40886.0
Jinko Solar_270W_Half-Cut_2125,Jinko Solar,Half-Cut,270.0,48.0,0.79,0.05,0.09,1.67,0.99,1.65,53599.0,89331.0
Jinko Solar_90W_Half-Cut_2168,Jinko Solar,Half-Cut,90.0,36.0,0.81,0.04,0.09,1.0,0.63,0.63,15451.0,25751.0
Jinko Solar_150W_Half-Cut_2237,Jinko Solar,Half-Cut,150.0,48.0,0.78,0.05,0.08,1.2,0.64,0.77,31612.0,52688.0
Jinko Solar_220W_Half-Cut_2268,Jinko Solar,Half-Cut,220.0,36.0,0.78,0.05,0.11,1.5,0.9,1.35,38743.0,64571.0
Jinko Solar_350W_Half-Cut_2321,Jinko Solar,Half-Cut,350.0,48.0,0.8,0.06,0.11,1.62,0.99,1.6,65311.0,108851.0
Jinko Solar_220W_Half-Cut_2337,Jinko Solar,Half-Cut,220.0,48.0,0.79,0.05,0.12,1.52,0.85,1.29,51022.0,85038.0
Jinko Solar_280W_Half-Cut_2371,Jinko Solar,Half-Cut,280.0,48.0,0.79,0.06,0.1,1.63,0.94,1.53,60848.0,101414.0
Jinko Solar_540W_Half-Cut_2380,Jinko Solar,Half-Cut,540.0,24.0,0.79,0.05,0.1,2.05,1.0,2.05,102471.0,170785.0
Jinko Solar_490W_Half-Cut_2415,Jinko Solar,Half-Cut,490.0,48.0,0.82,0.04,0.1,2.01,1.0,2.01,109210.0,182018.0
Jinko Solar_200W_Half-Cut_2450,Jinko Solar,Half-Cut,200.0,24.0,0.81,0.05,0.12,1.53,0.83,1.27,42660.0,71100.0
Jinko Solar_280W_Half-Cut_2533,Jinko Solar,Half-Cut,280.0,24.0,0.81,0.05,0.1,1.62,0.99,1.6,68358.0,113930.0
Jinko Solar_300W_Half-Cut_2544,Jinko Solar,Half-Cut,300.0,48.0,0.81,0.06,0.09,1.65,0.99,1.63,78627.0,131045.0
Jinko Solar_520W_Half-Cut_2584,Jinko Solar,Half-Cut,520.0,24.0,0.79,0.05,0.08,2.02,1.0,2.02,115834.0,193056.0
Jinko Solar_290W_Half-Cut_2615,Jinko Solar,Half-Cut,290.0,48.0,0.79,0.05,0.09,1.62,0.96,1.56,51896.0,86494.0
Jinko Solar_310W_Half-Cut_2618,Jinko Solar,Half-Cut,310.0,12.0,0.79,0.05,0.11,1.61,0.99,1.59,72926.0,121542.0
Jinko Solar_440W_Half-Cut_2659,Jinko Solar,Half-Cut,440.0,48.0,0.8,0.05,0.1,1.79,1.0,1.79,87161.0,145269.0
Jinko Solar_290W_Half-Cut_2768,Jinko Solar,Half-Cut,290.0,36.0,0.81,0.06,0.1,1.65,0.91,1.5,63143.0,105239.0
Jinko Solar_470W_Half-Cut_2782,Jinko Solar,Half-Cut,470.0,24.0,0.8,0.04,0.09,2.04,1.0,2.04,116055.0,193425.0
Jinko Solar_550W_Half-Cut_2801,Jinko Solar,Half-Cut,550.0,48.0,0.78,0.04,0.09,2.0,1.0,2.0,135710.0,226184.0
Jinko Solar_240W_Half-Cut_2809,Jinko Solar,Half-Cut,240.0,24.0,0.82,0.04,0.12,1.56,0.85,1.33,44138.0,73564.0
Jinko Solar_380W_Half-Cut_2817,Jinko Solar,Half-Cut,380.0,48.0,0.79,0.05,0.12,1.73,1.0,1.73,82535.0,137559.0
Jinko Solar_520W_Half-Cut_2823,Jinko Solar,Half-Cut,520.0,36.0,0.79,0.05,0.08,2.0,1.0,2.0,107498.0,179164.0
Jinko Solar_270W_Half-Cut_2833,Jinko Solar,Half-Cut,270.0,36.0,0.8,0.05,0.1,1.62,0.98,1.59,49578.0,82630.0
Jinko Solar_410W_Half-Cut_2898,Jinko Solar,Half-Cut,410.0,24.0,0.81,0.05,0.08,1.78,0.99,1.76,93892.0,156486.0
Jinko Solar_260W_Half-Cut_2938,Jinko Solar,Half-Cut,260.0,24.0,0.79,0.06,0.09,1.65,0.99,1.63,48614.0,81022.0
Jinko Solar_570W_Half-Cut_2980,Jinko Solar,Half-Cut,570.0,12.0,0.78,0.06,0.08,2.03,1.0,2.03,119869.0,199781.0
Jinko Solar_100W_Half-Cut_3074,Jinko Solar,Half-Cut,100.0,12.0,0.8,0.04,0.1,1.24,0.6,0.74,20942.0,34902.0
Jinko Solar_340W_Half-Cut_3221,Jinko Solar,Half-Cut,340.0,48.0,0.82,0.04,0.11,1.68,0.93,1.56,80496.0,134160.0
Jinko Solar_190W_Half-Cut_3257,Jinko Solar,Half-Cut,190.0,36.0,0.79,0.05,0.11,1.56,0.89,1.39,41666.0,69442.0
Jinko Solar_350W_Half-Cut_3292,Jinko Solar,Half-Cut,350.0,24.0,0.79,0.05,0.12,1.65,0.93,1.53,76732.0,127888.0
Jinko Solar_200W_Half-Cut_3296,Jinko Solar,Half-Cut,200.0,12.0,0.78,0.04,0.1,1.51,0.86,1.3,40609.0,67681.0
Jinko Solar_580W_Half-Cut_3299,Jinko Solar,Half-Cut,580.0,48.0,0.81,0.06,0.09,2.04,1.0,2.04,143158.0,238596.0
Jinko Solar_180W_Half-Cut_3376,Jinko Solar,Half-Cut,180.0,48.0,0.8,0.06,0.11,1.6,0.99,1.58,36471.0,60785.0
Jinko Solar_530W_Half-Cut_3415,Jinko Solar,Half-Cut,530.0,36.0,0.8,0.04,0.12,2.04,1.0,2.04,133694.0,222822.0
Jinko Solar_440W_Half-Cut_3430,Jinko Solar,Half-Cut,440.0,36.0,0.79,0.05,0.1,1.81,0.99,1.79,108121.0,180201.0
Jinko Solar_530W_Half-Cut_3431,Jinko Solar,Half-Cut,530.0,36.0,0.81,0.05,0.09,2.02,1.0,2.02,94825.0,158041.0
Jinko Solar_250W_Half-Cut_3474,Jinko Solar,Half-Cut,250.0,36.0,0.79,0.06,0.09,1.57,0.93,1.46,51103.0,85171.0
Jinko Solar_430W_Half-Cut_3551,Jinko Solar,Half-Cut,430.0,24.0,0.8,0.05,0.11,1.88,0.99,1.86,99235.0,165391.0
Jinko Solar_170W_Half-Cut_3612,Jinko Solar,Half-Cut,170.0,36.0,0.81,0.05,0.1,1.54,0.9,1.39,34410.0,57350.0
Jinko Solar_400W_Half-Cut_3677,Jinko Solar,Half-Cut,400.0,24.0,0.81,0.05,0.12,1.8,0.99,1.78,71734.0,119558.0
Jinko Solar_340W_Half-Cut_3742,Jinko Solar,Half-Cut,340.0,12.0,0.79,0.06,0.09,1.61,0.97,1.56,61512.0,102520.0
Jinko Solar_330W_Half-Cut_3807,Jinko Solar,Half-Cut,330.0,48.0,0.79,0.05,0.11,1.7,0.98,1.67,64994.0,108324.0
Jinko Solar_380W_Half-Cut_3941,Jinko Solar,Half-Cut,380.0,24.0,0.81,0.05,0.11,1.83,1.0,1.83,85543.0,142571.0
Jinko Solar_470W_Half-Cut_3987,Jinko Solar,Half-Cut,470.0,48.0,0.81,0.05,0.11,2.04,1.0,2.04,113751.0,189585.0
Jinko Solar_70W_Half-Cut_4001,Jinko Solar,Half-Cut,70.0,48.0,0.8,0.06,0.12,1.05,0.54,0.57,15939.0,26565.0
Jinko Solar_360W_Half-Cut_4048,Jinko Solar,Half-Cut,360.0,48.0,0.79,0.05,0.08,1.82,1.0,1.82,93712.0,156188.0
Jinko Solar_150W_Half-Cut_4079,Jinko Solar,Half-Cut,150.0,24.0,0.81,0.04,0.12,1.24,0.59,0.73,28733.0,47889.0
Jinko Solar_110W_Half-Cut_4126,Jinko Solar,Half-Cut,110.0,12.0,0.8,0.05,0.1,1.04,0.56,0.58,22411.0,37351.0
Jinko Solar_70W_Half-Cut_4146,Jinko Solar,Half-Cut,70.0,24.0,0.79,0.05,0.12,1.28,0.54,0.69,12132.0,20220.0
Jinko Solar_110W_Half-Cut_4219,Jinko Solar,Half-Cut,110.0,36.0,0.79,0.05,0.09,1.07,0.6,0.64,26634.0,44390.0
Jinko Solar_220W_Half-Cut_4241,Jinko Solar,Half-Cut,220.0,12.0,0.82,0.05,0.1,1.51,0.86,1.3,55131.0,91885.0
Jinko Solar_450W_Half-Cut_4292,Jinko Solar,Half-Cut,450.0,48.0,0.8,0.04,0.11,1.83,1.0,1.83,76511.0,127519.0
Jinko Solar_390W_Half-Cut_4299,Jinko Solar,Half-Cut,390.0,24.0,0.8,0.06,0.11,1.87,0.99,1.85,70044.0,116740.0
Jinko Solar_510W_Half-Cut_4310,Jinko Solar,Half-Cut,510.0,48.0,0.79,0.05,0.1,2.04,1.0,2.04,104691.0,174485.0
Jinko Solar_540W_Half-Cut_4319,Jinko Solar,Half-Cut,540.0,24.0,0.82,0.05,0.11,2.0,1.0,2.0,136590.0,227650.0
Jinko Solar_470W_Half-Cut_4373,Jinko Solar,Half-Cut,470.0,48.0,0.8,0.05,0.1,2.05,1.0,2.05,89521.0,149201.0
Jinko Solar_240W_Half-Cut_4382,Jinko Solar,Half-Cut,240.0,12.0,0.82,0.05,0.11,1.55,0.89,1.38,55658.0,92762.0
Jinko Solar_470W_Half-Cut_4399,Jinko Solar,Half-Cut,470.0,12.0,0.8,0.04,0.11,2.01,1.0,2.01,110213.0,183689.0
Jinko Solar_450W_Half-Cut_4444,Jinko Solar,Half-Cut,450.0,36.0,0.81,0.05,0.09,1.93,0.99,1.91,105670.0,176118.0
Jinko Solar_370W_Half-Cut_4466,Jinko Solar,Half-Cut,370.0,24.0,0.79,0.04,0.08,1.79,1.0,1.79,91409.0,152349.0
Jinko Solar_320W_Half-Cut_4519,Jinko Solar,Half-Cut,320.0,12.0,0.78,0.06,0.08,1.61,0.91,1.47,64798.0,107998.0
Jinko Solar_200W_Half-Cut_4520,Jinko Solar,Half-Cut,200.0,36.0,0.8,0.06,0.1,1.5,0.8,1.2,40342.0,67238.0
Jinko Solar_290W_Half-Cut_4554,Jinko Solar,Half-Cut,290.0,24.0,0.79,0.04,0.09,1.68,0.98,1.65,56197.0,93661.0
Jinko Solar_350W_Half-Cut_4571,Jinko Solar,Half-Cut,350.0,12.0,0.82,0.04,0.11,1.67,0.98,1.64,61955.0,103259.0
Jinko Solar_280W_Half-Cut_4617,Jinko Solar,Half-Cut,280.0,12.0,0.8,0.04,0.08,1.64,0.9,1.48,59331.0,98885.0
Jinko Solar_140W_Half-Cut_4619,Jinko Solar,Half-Cut,140.0,48.0,0.81,0.05,0.08,1.08,0.6,0.65,34988.0,58312.0
Jinko Solar_90W_Half-Cut_4638,Jinko Solar,Half-Cut,90.0,36.0,0.79,0.06,0.1,1.15,0.66,0.76,21755.0,36259.0
Jinko Solar_370W_Half-Cut_4641,Jinko Solar,Half-Cut,370.0,36.0,0.8,0.05,0.1,1.91,1.0,1.91,72404.0,120674.0
Jinko Solar_170W_Half-Cut_4684,Jinko Solar,Half-Cut,170.0,12.0,0.79,0.05,0.09,1.55,0.84,1.3,33113.0,55189.0
Jinko Solar_420W_Half-Cut_4716,Jinko Solar,Half-Cut,420.0,48.0,0.78,0.06,0.11,1.93,0.99,1.91,85908.0,143180.0
Jinko Solar_240W_Half-Cut_4734,Jinko Solar,Half-Cut,240.0,36.0,0.79,0.06,0.08,1.54,0.85,1.31,52412.0,87354.0
Jinko Solar_480W_Half-Cut_4774,Jinko Solar,Half-Cut,480.0,36.0,0.81,0.06,0.12,2.02,1.0,2.02,115812.0,193020.0
Jinko Solar_420W_Half-Cut_4826,Jinko Solar,Half-Cut,420.0,48.0,0.81,0.04,0.09,1.88,0.99,1.86,108798.0,181330.0
Jinko Solar_190W_Half-Cut_4828,Jinko Solar,Half-Cut,190.0,12.0,0.8,0.05,0.12,1.58,0.89,1.41,42414.0,70690.0
Jinko Solar_450W_Half-Cut_4848,Jinko Solar,Half-Cut,450.0,36.0,0.8,0.05,0.08,1.74,0.99,1.72,106317.0,177195.0
Jinko Solar_270W_Half-Cut_4854,Jinko Solar,Half-Cut,270.0,48.0,0.82,0.05,0.08,1.66,0.99,1.64,65051.0,108419.0
Jinko Solar_270W_Half-Cut_4933,Jinko Solar,Half-Cut,270.0,48.0,0.79,0.06,0.08,1.69,0.96,1.62,48860.0,81434.0
Jinko Solar_90W_Monocrystalline_97,Jinko Solar,Monocrystalline,90.0,48.0,0.8,0.05,0.1,1.23,0.67,0.82,21820.0,36368.0
Jinko Solar_310W_Monocrystalline_138,Jinko Solar,Monocrystalline,310.0,48.0,0.8,0.06,0.08,1.63,0.9,1.47,73681.0,122801.0
Jinko Solar_190W_Monocrystalline_168,Jinko Solar,Monocrystalline,190.0,48.0,0.81,0.06,0.12,1.52,0.93,1.41,47158.0,78598.0
Jinko Solar_350W_Monocrystalline_236,Jinko Solar,Monocrystalline,350.0,48.0,0.8,0.05,0.12,1.7,0.94,1.6,62166.0,103610.0
Jinko Solar_480W_Monocrystalline_285,Jinko Solar,Monocrystalline,480.0,36.0,0.8,0.04,0.11,2.01,1.0,2.01,97612.0,162686.0
Jinko Solar_120W_Monocrystalline_413,Jinko Solar,Monocrystalline,120.0,48.0,0.78,0.05,0.1,1.21,0.61,0.74,21278.0,35462.0
Jinko Solar_470W_Monocrystalline_597,Jinko Solar,Monocrystalline,470.0,24.0,0.79,0.05,0.09,2.04,1.0,2.04,79899.0,133165.0
Jinko Solar_480W_Monocrystalline_684,Jinko Solar,Monocrystalline,480.0,12.0,0.82,0.05,0.1,2.04,1.0,2.04,109508.0,182514.0
Jinko Solar_160W_Monocrystalline_727,Jinko Solar,Monocrystalline,160.0,12.0,0.81,0.06,0.12,1.58,0.83,1.31,28328.0,47212.0
Jinko Solar_170W_Monocrystalline_768,Jinko Solar,Monocrystalline,170.0,48.0,0.78,0.05,0.1,1.58,0.82,1.3,33473.0,55789.0
Jinko Solar_360W_Monocrystalline_806,Jinko Solar,Monocrystalline,360.0,24.0,0.81,0.05,0.12,1.9,1.0,1.9,90970.0,151616.0
Jinko Solar_170W_Monocrystalline_843,Jinko Solar,Monocrystalline,170.0,36.0,0.82,0.05,0.11,1.6,0.81,1.3,42112.0,70186.0
Jinko Solar_220W_Monocrystalline_894,Jinko Solar,Monocrystalline,220.0,12.0,0.81,0.06,0.12,1.55,0.83,1.29,51160.0,85268.0
Jinko Solar_220W_Monocrystalline_897,Jinko Solar,Monocrystalline,220.0,36.0,0.81,0.04,0.1,1.52,0.81,1.23,51972.0,86620.0
Jinko Solar_230W_Monocrystalline_911,Jinko Solar,Monocrystalline,230.0,36.0,0.81,0.05,0.08,1.53,0.97,1.48,53053.0,88421.0
Jinko Solar_420W_Monocrystalline_939,Jinko Solar,Monocrystalline,420.0,24.0,0.79,0.04,0.11,1.74,1.0,1.74,80025.0,133375.0
Jinko Solar_480W_Monocrystalline_942,Jinko Solar,Monocrystalline,480.0,24.0,0.8,0.05,0.1,2.02,1.0,2.02,89717.0,149529.0
Jinko Solar_560W_Monocrystalline_1002,Jinko Solar,Monocrystalline,560.0,48.0,0.81,0.05,0.1,2.0,1.0,2.0,132501.0,220835.0
Jinko Solar_560W_Monocrystalline_1003,Jinko Solar,Monocrystalline,560.0,36.0,0.82,0.06,0.1,2.03,1.0,2.03,137211.0,228685.0
Jinko Solar_200W_Monocrystalline_1004,Jinko Solar,Monocrystalline,200.0,12.0,0.8,0.04,0.09,1.52,0.88,1.34,37173.0,61955.0
Jinko Solar_570W_Monocrystalline_1018,Jinko Solar,Monocrystalline,570.0,36.0,0.8,0.05,0.09,2.0,1.0,2.0,122662.0,204436.0
Jinko Solar_140W_Monocrystalline_1038,Jinko Solar,Monocrystalline,140.0,24.0,0.79,0.04,0.09,1.19,0.65,0.77,32773.0,54621.0
Jinko Solar_330W_Monocrystalline_1064,Jinko Solar,Monocrystalline,330.0,36.0,0.79,0.06,0.1,1.63,0.92,1.5,77835.0,129725.0
Jinko Solar_160W_Monocrystalline_1088,Jinko Solar,Monocrystalline,160.0,36.0,0.81,0.05,0.12,1.51,0.8,1.21,36706.0,61178.0
Jinko Solar_490W_Monocrystalline_1133,Jinko Solar,Monocrystalline,490.0,12.0,0.8,0.04,0.11,2.05,1.0,2.05,84712.0,141186.0
Jinko Solar_220W_Monocrystalline_1146,Jinko Solar,Monocrystalline,220.0,12.0,0.78,0.06,0.12,1.51,0.81,1.22,38018.0,63364.0
Jinko Solar_180W_Monocrystalline_1167,Jinko Solar,Monocrystalline,180.0,24.0,0.8,0.04,0.09,1.55,0.95,1.47,30435.0,50725.0
Jinko Solar_120W_Monocrystalline_1180,Jinko Solar,Monocrystalline,120.0,12.0,0.82,0.04,0.12,1.06,0.53,0.56,20328.0,33880.0
Jinko Solar_350W_Monocrystalline_1229,Jinko Solar,Monocrystalline,350.0,48.0,0.78,0.06,0.1,1.6,0.91,1.46,80426.0,134042.0
Jinko Solar_540W_Monocrystalline_1247,Jinko Solar,Monocrystalline,540.0,36.0,0.81,0.05,0.1,2.04,1.0,2.04,133744.0,222906.0
Jinko Solar_70W_Monocrystalline_1273,Jinko Solar,Monocrystalline,70.0,12.0,0.8,0.06,0.1,1.26,0.51,0.64,16678.0,27798.0
Jinko Solar_120W_Monocrystalline_1306,Jinko Solar,Monocrystalline,120.0,36.0,0.79,0.05,0.12,1.06,0.61,0.65,21461.0,35769.0
