battery_id,brand,type,capacity_ah,voltage,derating_factor,price_min,price_max
Blue Carbon_24V_130Ah_3979,Blue Carbon,Tubular,130.0,24.0,0.83,89855.0,149759.0
Blue Carbon_48V_70Ah_4010,Blue Carbon,Tubular,70.0,48.0,0.83,71629.0,119381.0
Blue Carbon_12V_250Ah_4066,Blue Carbon,Tubular,250.0,12.0,0.83,74782.0,124638.0
Blue Carbon_48V_30Ah_4125,Blue Carbon,Tubular,30.0,48.0,0.83,111024.0,185040.0
Blue Carbon_24V_60Ah_4136,Blue Carbon,Tubular,60.0,24.0,0.84,42757.0,71261.0
Blue Carbon_48V_150Ah_4175,Blue Carbon,Tubular,150.0,48.0,0.85,66404.0,110672.0
Blue Carbon_48V_250Ah_4293,Blue Carbon,Tubular,250.0,48.0,0.84,55230.0,92050.0
Blue Carbon_48V_260Ah_4330,Blue Carbon,Tubular,260.0,48.0,0.85,107385.0,178975.0
Blue Carbon_48V_250Ah_4388,Blue Carbon,Tubular,250.0,48.0,0.83,107305.0,178841.0
Blue Carbon_48V_260Ah_4498,Blue Carbon,Tubular,260.0,48.0,0.82,109544.0,182574.0
Blue Carbon_12V_260Ah_4522,Blue Carbon,Tubular,260.0,12.0,0.83,54145.0,90241.0
Blue Carbon_48V_230Ah_4571,Blue Carbon,Tubular,230.0,48.0,0.84,42924.0,71540.0
Blue Carbon_12V_40Ah_4641,Blue Carbon,Tubular,40.0,12.0,0.84,78899.0,131499.0
Blue Carbon_12V_100Ah_4647,Blue Carbon,Tubular,100.0,12.0,0.83,77193.0,128655.0
Blue Carbon_12V_80Ah_4722,Blue Carbon,Tubular,80.0,12.0,0.84,45844.0,76406.0
Blue Carbon_24V_70Ah_4774,Blue Carbon,Tubular,70.0,24.0,0.82,94177.0,156961.0
Blue Carbon_48V_230Ah_4835,Blue Carbon,Tubular,230.0,48.0,0.85,94448.0,157412.0
Blue Carbon_48V_110Ah_4848,Blue Carbon,Tubular,110.0,48.0,0.84,63606.0,106010.0
Blue Carbon_24V_150Ah_4873,Blue Carbon,Tubular,150.0,24.0,0.84,95712.0,159520.0
Blue Carbon_12V_80Ah_4917,Blue Carbon,Tubular,80.0,12.0,0.84,93112.0,155188.0
Blue Carbon_12V_110Ah_4920,Blue Carbon,Tubular,110.0,12.0,0.85,71708.0,119512.0
Blue Carbon_48V_160Ah_4929,Blue Carbon,Tubular,160.0,48.0,0.85,87806.0,146342.0
Blue Carbon_24V_230Ah_4931,Blue Carbon,Tubular,230.0,24.0,0.83,97468.0,162448.0
Blue Carbon_48V_150Ah_4953,Blue Carbon,Tubular,150.0,48.0,0.83,87212.0,145354.0
Blue Carbon_48V_50Ah_4995,Blue Carbon,Tubular,50.0,48.0,0.83,91282.0,152136.0
BSL_48V_180Ah_49,BSL,AGM,180.0,48.0,0.83,148570.0,247616.0
BSL_48V_50Ah_75,BSL,AGM,50.0,48.0,0.84,138663.0,231105.0
BSL_48V_240Ah_80,BSL,AGM,240.0,48.0,0.84,156577.0,260961.0
BSL_48V_300Ah_112,BSL,AGM,300.0,48.0,0.83,219926.0,366542.0
BSL_48V_80Ah_183,BSL,AGM,80.0,48.0,0.83,213516.0,355860.0
BSL_48V_160Ah_269,BSL,AGM,160.0,48.0,0.84,299746.0,499576.0
BSL_48V_120Ah_270,BSL,AGM,120.0,48.0,0.83,112594.0,187658.0
BSL_12V_160Ah_345,BSL,AGM,160.0,12.0,0.85,136652.0,227754.0
BSL_48V_150Ah_421,BSL,AGM,150.0,48.0,0.83,167236.0,278728.0
BSL_24V_140Ah_460,BSL,AGM,140.0,24.0,0.85,214148.0,356912.0
BSL_48V_200Ah_465,BSL,AGM,200.0,48.0,0.83,156170.0,260282.0
BSL_12V_250Ah_519,BSL,AGM,250.0,12.0,0.84,242601.0,404335.0
BSL_48V_120Ah_580,BSL,AGM,120.0,48.0,0.85,145860.0,243100.0
BSL_12V_100Ah_586,BSL,AGM,100.0,12.0,0.82,134213.0,223689.0
BSL_48V_180Ah_591,BSL,AGM,180.0,48.0,0.85,268388.0,447314.0
BSL_48V_140Ah_593,BSL,AGM,140.0,48.0,0.83,181894.0,303158.0
BSL_24V_290Ah_598,BSL,AGM,290.0,24.0,0.85,278995.0,464991.0
BSL_12V_50Ah_613,BSL,AGM,50.0,12.0,0.84,283656.0,472760.0
BSL_24V_180Ah_623,BSL,AGM,180.0,24.0,0.85,201968.0,336614.0
BSL_24V_280Ah_630,BSL,AGM,280.0,24.0,0.85,258349.0,430581.0
BSL_12V_280Ah_677,BSL,AGM,280.0,12.0,0.85,123820.0,206366.0
BSL_24V_180Ah_733,BSL,AGM,180.0,24.0,0.85,160040.0,266732.0
BSL_24V_260Ah_749,BSL,AGM,260.0,24.0,0.85,211922.0,353202.0
BSL_48V_100Ah_754,BSL,AGM,100.0,48.0,0.82,191673.0,319455.0
BSL_24V_130Ah_762,BSL,AGM,130.0,24.0,0.83,251710.0,419516.0
BSL_12V_110Ah_799,BSL,AGM,110.0,12.0,0.84,164727.0,274545.0
BSL_12V_50Ah_827,BSL,AGM,50.0,12.0,0.83,196583.0,327639.0
BSL_24V_190Ah_838,BSL,AGM,190.0,24.0,0.85,284122.0,473538.0
BSL_24V_110Ah_850,BSL,AGM,110.0,24.0,0.84,259660.0,432766.0
BSL_48V_120Ah_915,BSL,AGM,120.0,48.0,0.85,214619.0,357699.0
BSL_48V_70Ah_977,BSL,AGM,70.0,48.0,0.82,275543.0,459239.0
BSL_24V_70Ah_1012,BSL,AGM,70.0,24.0,0.84,165884.0,276474.0
BSL_12V_210Ah_1072,BSL,AGM,210.0,12.0,0.84,275941.0,459901.0
BSL_24V_180Ah_1074,BSL,AGM,180.0,24.0,0.85,123550.0,205916.0
BSL_12V_140Ah_1159,BSL,AGM,140.0,12.0,0.83,165050.0,275082.0
BSL_24V_30Ah_1253,BSL,AGM,30.0,24.0,0.85,277647.0,462745.0
BSL_12V_20Ah_1282,BSL,AGM,20.0,12.0,0.83,218072.0,363454.0
BSL_24V_200Ah_1307,BSL,AGM,200.0,24.0,0.82,248924.0,414874.0
BSL_12V_200Ah_1311,BSL,AGM,200.0,12.0,0.82,126274.0,210456.0
BSL_12V_250Ah_1373,BSL,AGM,250.0,12.0,0.83,239699.0,399499.0
BSL_48V_210Ah_1401,BSL,AGM,210.0,48.0,0.84,276316.0,460528.0
BSL_24V_130Ah_1436,BSL,AGM,130.0,24.0,0.85,188105.0,313509.0
BSL_24V_140Ah_1516,BSL,AGM,140.0,24.0,0.84,263168.0,438612.0
BSL_12V_40Ah_1553,BSL,AGM,40.0,12.0,0.85,162401.0,270669.0
BSL_24V_190Ah_1556,BSL,AGM,190.0,24.0,0.83,172467.0,287445.0
BSL_12V_40Ah_1622,BSL,AGM,40.0,12.0,0.83,159640.0,266066.0
BSL_24V_250Ah_1752,BSL,AGM,250.0,24.0,0.84,192396.0,320660.0
BSL_24V_80Ah_1772,BSL,AGM,80.0,24.0,0.83,200460.0,334100.0
BSL_12V_170Ah_1825,BSL,AGM,170.0,12.0,0.82,270844.0,451406.0
BSL_48V_30Ah_1826,BSL,AGM,30.0,48.0,0.83,155278.0,258796.0
BSL_24V_220Ah_1868,BSL,AGM,220.0,24.0,0.82,245336.0,408894.0
BSL_48V_200Ah_1870,BSL,AGM,200.0,48.0,0.85,129831.0,216385.0
BSL_24V_200Ah_1914,BSL,AGM,200.0,24.0,0.84,233947.0,389911.0
BSL_12V_190Ah_1941,BSL,AGM,190.0,12.0,0.85,222218.0,370362.0
BSL_24V_80Ah_2027,BSL,AGM,80.0,24.0,0.85,173980.0,289968.0
BSL_24V_20Ah_2028,BSL,AGM,20.0,24.0,0.83,265676.0,442792.0
BSL_48V_40Ah_2052,BSL,AGM,40.0,48.0,0.82,134328.0,223880.0
BSL_12V_70Ah_2073,BSL,AGM,70.0,12.0,0.85,236400.0,394000.0
BSL_24V_140Ah_2145,BSL,AGM,140.0,24.0,0.84,230162.0,383604.0
BSL_12V_70Ah_2219,BSL,AGM,70.0,12.0,0.83,130931.0,218219.0
BSL_24V_170Ah_2238,BSL,AGM,170.0,24.0,0.84,278759.0,464599.0
BSL_12V_170Ah_2366,BSL,AGM,170.0,12.0,0.84,263731.0,439551.0
BSL_12V_130Ah_2493,BSL,AGM,130.0,12.0,0.84,121560.0,202600.0
BSL_48V_270Ah_2521,BSL,AGM,270.0,48.0,0.84,146684.0,244474.0
BSL_48V_180Ah_2623,BSL,AGM,180.0,48.0,0.85,138678.0,231130.0
BSL_12V_270Ah_2682,BSL,AGM,270.0,12.0,0.83,210192.0,350320.0
BSL_24V_230Ah_2686,BSL,AGM,230.0,24.0,0.84,139900.0,233166.0
BSL_48V_220Ah_2704,BSL,AGM,220.0,48.0,0.82,274203.0,457005.0
BSL_12V_210Ah_2717,BSL,AGM,210.0,12.0,0.85,213541.0,355901.0
BSL_12V_110Ah_2753,BSL,AGM,110.0,12.0,0.84,193365.0,322275.0
BSL_12V_290Ah_2789,BSL,AGM,290.0,12.0,0.84,124987.0,208311.0
BSL_12V_140Ah_2919,BSL,AGM,140.0,12.0,0.84,292429.0,487381.0
BSL_48V_130Ah_2953,BSL,AGM,130.0,48.0,0.84,185906.0,309842.0
BSL_12V_220Ah_3067,BSL,AGM,220.0,12.0,0.84,132652.0,221088.0
BSL_24V_210Ah_3107,BSL,AGM,210.0,24.0,0.83,146176.0,243628.0
BSL_24V_190Ah_3123,BSL,AGM,190.0,24.0,0.84,290076.0,483460.0
BSL_24V_90Ah_3250,BSL,AGM,90.0,24.0,0.82,197111.0,328519.0
BSL_48V_290Ah_3348,BSL,AGM,290.0,48.0,0.83,218402.0,364004.0
BSL_48V_100Ah_3351,BSL,AGM,100.0,48.0,0.83,140144.0,233572.0
BSL_48V_250Ah_3403,BSL,AGM,250.0,48.0,0.85,267089.0,445149.0
BSL_12V_210Ah_3405,BSL,AGM,210.0,12.0,0.85,199650.0,332750.0
BSL_24V_220Ah_3407,BSL,AGM,220.0,24.0,0.85,183172.0,305288.0
BSL_12V_60Ah_3419,BSL,AGM,60.0,12.0,0.83,265955.0,443259.0
BSL_24V_90Ah_3441,BSL,AGM,90.0,24.0,0.85,296822.0,494702.0
BSL_12V_290Ah_3548,BSL,AGM,290.0,12.0,0.85,195964.0,326606.0
BSL_12V_180Ah_3568,BSL,AGM,180.0,12.0,0.82,218720.0,364532.0
BSL_24V_140Ah_3569,BSL,AGM,140.0,24.0,0.85,175935.0,293225.0
BSL_48V_160Ah_3668,BSL,AGM,160.0,48.0,0.84,298580.0,497632.0
BSL_48V_140Ah_3677,BSL,AGM,140.0,48.0,0.83,264806.0,441342.0
BSL_24V_230Ah_3769,BSL,AGM,230.0,24.0,0.82,217534.0,362558.0
BSL_24V_90Ah_3778,BSL,AGM,90.0,24.0,0.82,257651.0,429419.0
BSL_24V_130Ah_3851,BSL,AGM,130.0,24.0,0.83,235345.0,392241.0
BSL_48V_170Ah_3920,BSL,AGM,170.0,48.0,0.84,203961.0,339935.0
BSL_12V_90Ah_3998,BSL,AGM,90.0,12.0,0.85,208508.0,347512.0
BSL_24V_90Ah_4013,BSL,AGM,90.0,24.0,0.82,211394.0,352322.0
BSL_48V_240Ah_4032,BSL,AGM,240.0,48.0,0.84,278898.0,464830.0
BSL_48V_300Ah_4045,BSL,AGM,300.0,48.0,0.83,139059.0,231765.0
BSL_48V_170Ah_4047,BSL,AGM,170.0,48.0,0.84,272814.0,454690.0
BSL_48V_290Ah_4057,BSL,AGM,290.0,48.0,0.85,284468.0,474112.0
BSL_12V_250Ah_4063,BSL,AGM,250.0,12.0,0.85,257405.0,429009.0
BSL_12V_50Ah_4073,BSL,AGM,50.0,12.0,0.85,233402.0,389004.0
BSL_48V_70Ah_4133,BSL,AGM,70.0,48.0,0.85,151652.0,252752.0
BSL_12V_110Ah_4178,BSL,AGM,110.0,12.0,0.85,171720.0,286200.0
BSL_12V_160Ah_4288,BSL,AGM,160.0,12.0,0.84,288094.0,480156.0
BSL_48V_250Ah_4302,BSL,AGM,250.0,48.0,0.84,263510.0,439182.0
BSL_48V_250Ah_4466,BSL,AGM,250.0,48.0,0.84,136290.0,227150.0
BSL_24V_240Ah_4569,BSL,AGM,240.0,24.0,0.84,261082.0,435136.0
BSL_12V_290Ah_4616,BSL,AGM,290.0,12.0,0.84,242018.0,403362.0
BSL_12V_30Ah_4652,BSL,AGM,30.0,12.0,0.84,189687.0,316145.0
BSL_12V_300Ah_4704,BSL,AGM,300.0,12.0,0.82,173394.0,288990.0
BSL_48V_300Ah_4824,BSL,AGM,300.0,48.0,0.84,156633.0,261055.0
BSL_12V_240Ah_4858,BSL,AGM,240.0,12.0,0.84,248344.0,413908.0
BSL_24V_80Ah_4866,BSL,AGM,80.0,24.0,0.85,282320.0,470532.0
BSL_24V_160Ah_4882,BSL,AGM,160.0,24.0,0.83,213652.0,356086.0
BSL_48V_200Ah_4914,BSL,AGM,200.0,48.0,0.84,164668.0,274448.0
BSL_24V_260Ah_4951,BSL,AGM,260.0,24.0,0.83,196905.0,328175.0
BSL_48V_260Ah_4990,BSL,AGM,260.0,48.0,0.85,124943.0,208239.0
BSL_24V_60Ah_4991,BSL,AGM,60.0,24.0,0.85,244785.0,407975.0
BSL_12V_120Ah_87,BSL,Gel,120.0,12.0,0.84,130752.0,217920.0
BSL_12V_100Ah_214,BSL,Gel,100.0,12.0,0.85,208586.0,347644.0
BSL_24V_150Ah_252,BSL,Gel,150.0,24.0,0.84,126976.0,211628.0
BSL_24V_280Ah_271,BSL,Gel,280.0,24.0,0.85,237874.0,396458.0
BSL_48V_70Ah_413,BSL,Gel,70.0,48.0,0.83,282994.0,471656.0
BSL_24V_260Ah_457,BSL,Gel,260.0,24.0,0.85,221966.0,369944.0
BSL_12V_60Ah_486,BSL,Gel,60.0,12.0,0.82,145646.0,242742.0
BSL_12V_110Ah_488,BSL,Gel,110.0,12.0,0.84,207650.0,346082.0
BSL_24V_110Ah_522,BSL,Gel,110.0,24.0,0.82,263405.0,439009.0
BSL_12V_280Ah_572,BSL,Gel,280.0,12.0,0.84,176690.0,294482.0
BSL_24V_230Ah_609,BSL,Gel,230.0,24.0,0.84,261838.0,436398.0
BSL_48V_250Ah_670,BSL,Gel,250.0,48.0,0.84,190867.0,318111.0
BSL_48V_140Ah_820,BSL,Gel,140.0,48.0,0.82,166468.0,277448.0
BSL_24V_300Ah_824,BSL,Gel,300.0,24.0,0.84,165149.0,275249.0
BSL_24V_130Ah_897,BSL,Gel,130.0,24.0,0.84,213749.0,356249.0
BSL_24V_130Ah_952,BSL,Gel,130.0,24.0,0.84,184321.0,307201.0
BSL_12V_210Ah_965,BSL,Gel,210.0,12.0,0.84,176266.0,293776.0
BSL_48V_130Ah_966,BSL,Gel,130.0,48.0,0.82,297805.0,496341.0
BSL_48V_170Ah_1015,BSL,Gel,170.0,48.0,0.85,238829.0,398049.0
BSL_24V_70Ah_1021,BSL,Gel,70.0,24.0,0.84,205584.0,342640.0
BSL_24V_270Ah_1050,BSL,Gel,270.0,24.0,0.83,276447.0,460745.0
BSL_12V_150Ah_1139,BSL,Gel,150.0,12.0,0.84,295672.0,492788.0
BSL_48V_240Ah_1155,BSL,Gel,240.0,48.0,0.82,122553.0,204255.0
BSL_48V_260Ah_1163,BSL,Gel,260.0,48.0,0.84,220756.0,367926.0
BSL_24V_40Ah_1165,BSL,Gel,40.0,24.0,0.82,265069.0,441781.0
BSL_48V_30Ah_1184,BSL,Gel,30.0,48.0,0.83,223289.0,372149.0
BSL_24V_250Ah_1204,BSL,Gel,250.0,24.0,0.82,159777.0,266295.0
BSL_24V_150Ah_1230,BSL,Gel,150.0,24.0,0.82,159257.0,265429.0
BSL_12V_190Ah_1255,BSL,Gel,190.0,12.0,0.84,247328.0,412212.0
BSL_12V_100Ah_1268,BSL,Gel,100.0,12.0,0.85,263358.0,438930.0
BSL_48V_170Ah_1273,BSL,Gel,170.0,48.0,0.85,143838.0,239730.0
BSL_48V_230Ah_1337,BSL,Gel,230.0,48.0,0.82,239746.0,399576.0
BSL_12V_270Ah_1429,BSL,Gel,270.0,12.0,0.83,226856.0,378094.0
BSL_12V_60Ah_1456,BSL,Gel,60.0,12.0,0.85,142978.0,238298.0
BSL_24V_160Ah_1599,BSL,Gel,160.0,24.0,0.83,215821.0,359701.0
BSL_12V_240Ah_1605,BSL,Gel,240.0,12.0,0.83,176740.0,294566.0
BSL_12V_250Ah_1629,BSL,Gel,250.0,12.0,0.82,183469.0,305781.0
BSL_24V_210Ah_1776,BSL,Gel,210.0,24.0,0.83,265700.0,442832.0
BSL_12V_30Ah_1956,BSL,Gel,30.0,12.0,0.83,184157.0,306929.0
BSL_48V_70Ah_2038,BSL,Gel,70.0,48.0,0.85,271059.0,451765.0
BSL_12V_130Ah_2093,BSL,Gel,130.0,12.0,0.84,156800.0,261332.0
BSL_48V_80Ah_2098,BSL,Gel,80.0,48.0,0.83,240676.0,401126.0
BSL_48V_250Ah_2113,BSL,Gel,250.0,48.0,0.82,120730.0,201218.0
BSL_24V_300Ah_2127,BSL,Gel,300.0,24.0,0.82,249920.0,416532.0
BSL_24V_100Ah_2146,BSL,Gel,100.0,24.0,0.84,243189.0,405315.0
BSL_24V_140Ah_2353,BSL,Gel,140.0,24.0,0.83,195134.0,325222.0
BSL_48V_190Ah_2415,BSL,Gel,190.0,48.0,0.83,120514.0,200856.0
BSL_24V_180Ah_2431,BSL,Gel,180.0,24.0,0.82,287341.0,478901.0
BSL_24V_30Ah_2471,BSL,Gel,30.0,24.0,0.84,268936.0,448226.0
BSL_24V_260Ah_2509,BSL,Gel,260.0,24.0,0.83,299311.0,498851.0
BSL_48V_30Ah_2522,BSL,Gel,30.0,48.0,0.82,143758.0,239596.0
BSL_24V_20Ah_2552,BSL,Gel,20.0,24.0,0.84,204227.0,340379.0
BSL_24V_230Ah_2563,BSL,Gel,230.0,24.0,0.85,132518.0,220864.0
BSL_48V_130Ah_2616,BSL,Gel,130.0,48.0,0.83,280366.0,467278.0
BSL_48V_100Ah_2658,BSL,Gel,100.0,48.0,0.84,256606.0,427676.0
BSL_24V_220Ah_2735,BSL,Gel,220.0,24.0,0.84,275673.0,459455.0
BSL_12V_220Ah_2791,BSL,Gel,220.0,12.0,0.84,129374.0,215624.0
BSL_12V_90Ah_3014,BSL,Gel,90.0,12.0,0.82,152053.0,253421.0
BSL_12V_40Ah_3032,BSL,Gel,40.0,12.0,0.83,209113.0,348521.0
BSL_48V_190Ah_3048,BSL,Gel,190.0,48.0,0.84,149691.0,249485.0
BSL_12V_240Ah_3076,BSL,Gel,240.0,12.0,0.84,207252.0,345420.0
BSL_12V_190Ah_3094,BSL,Gel,190.0,12.0,0.84,286624.0,477708.0
BSL_24V_290Ah_3115,BSL,Gel,290.0,24.0,0.84,179266.0,298776.0
BSL_24V_140Ah_3127,BSL,Gel,140.0,24.0,0.82,151353.0,252255.0
BSL_24V_170Ah_3157,BSL,Gel,170.0,24.0,0.82,284062.0,473436.0
BSL_24V_60Ah_3180,BSL,Gel,60.0,24.0,0.83,171588.0,285980.0
BSL_12V_20Ah_3192,BSL,Gel,20.0,12.0,0.82,214166.0,356944.0
BSL_12V_190Ah_3206,BSL,Gel,190.0,12.0,0.83,258596.0,430992.0
BSL_12V_230Ah_3208,BSL,Gel,230.0,12.0,0.84,253148.0,421912.0
BSL_12V_240Ah_3214,BSL,Gel,240.0,12.0,0.84,114173.0,190289.0
BSL_24V_70Ah_3232,BSL,Gel,70.0,24.0,0.85,211060.0,351768.0
BSL_12V_170Ah_3278,BSL,Gel,170.0,12.0,0.84,173008.0,288346.0
BSL_24V_80Ah_3349,BSL,Gel,80.0,24.0,0.83,245974.0,409956.0
BSL_48V_40Ah_3359,BSL,Gel,40.0,48.0,0.84,169602.0,282670.0
BSL_24V_40Ah_3374,BSL,Gel,40.0,24.0,0.83,193516.0,322526.0
BSL_48V_280Ah_3376,BSL,Gel,280.0,48.0,0.85,270610.0,451018.0
BSL_48V_30Ah_3379,BSL,Gel,30.0,48.0,0.83,144756.0,241260.0
BSL_24V_70Ah_3445,BSL,Gel,70.0,24.0,0.85,172773.0,287955.0
BSL_24V_100Ah_3471,BSL,Gel,100.0,24.0,0.83,215917.0,359861.0
BSL_24V_20Ah_3564,BSL,Gel,20.0,24.0,0.83,256564.0,427608.0
BSL_48V_280Ah_3584,BSL,Gel,280.0,48.0,0.82,239823.0,399705.0
BSL_24V_50Ah_3598,BSL,Gel,50.0,24.0,0.83,196021.0,326701.0
BSL_48V_240Ah_3602,BSL,Gel,240.0,48.0,0.84,213614.0,356022.0
BSL_24V_140Ah_3618,BSL,Gel,140.0,24.0,0.83,158197.0,263661.0
BSL_24V_210Ah_3648,BSL,Gel,210.0,24.0,0.84,167256.0,278760.0
BSL_12V_130Ah_3724,BSL,Gel,130.0,12.0,0.84,119417.0,199029.0
BSL_24V_290Ah_3786,BSL,Gel,290.0,24.0,0.85,142388.0,237314.0
BSL_48V_290Ah_3818,BSL,Gel,290.0,48.0,0.82,161365.0,268941.0
BSL_48V_170Ah_3845,BSL,Gel,170.0,48.0,0.83,261026.0,435042.0
BSL_48V_170Ah_3914,BSL,Gel,170.0,48.0,0.82,251174.0,418622.0
BSL_48V_170Ah_4002,BSL,Gel,170.0,48.0,0.84,284732.0,474554.0
BSL_48V_220Ah_4069,BSL,Gel,220.0,48.0,0.83,238190.0,396982.0
BSL_24V_140Ah_4074,BSL,Gel,140.0,24.0,0.85,184213.0,307021.0
BSL_24V_160Ah_4088,BSL,Gel,160.0,24.0,0.84,272503.0,454171.0
BSL_48V_110Ah_4112,BSL,Gel,110.0,48.0,0.83,120567.0,200945.0
BSL_12V_140Ah_4137,BSL,Gel,140.0,12.0,0.83,231135.0,385225.0
BSL_48V_230Ah_4237,BSL,Gel,230.0,48.0,0.82,127162.0,211938.0
BSL_24V_260Ah_4259,BSL,Gel,260.0,24.0,0.82,175989.0,293315.0
BSL_12V_290Ah_4308,BSL,Gel,290.0,12.0,0.83,180673.0,301121.0
BSL_48V_210Ah_4349,BSL,Gel,210.0,48.0,0.83,181588.0,302648.0
BSL_12V_70Ah_4380,BSL,Gel,70.0,12.0,0.85,187937.0,313229.0
BSL_12V_170Ah_4405,BSL,Gel,170.0,12.0,0.85,151631.0,252719.0
BSL_12V_270Ah_4422,BSL,Gel,270.0,12.0,0.84,250100.0,416834.0
BSL_24V_190Ah_4462,BSL,Gel,190.0,24.0,0.85,291940.0,486566.0
BSL_12V_160Ah_4473,BSL,Gel,160.0,12.0,0.85,133471.0,222451.0
BSL_24V_270Ah_4582,BSL,Gel,270.0,24.0,0.84,251698.0,419498.0
BSL_12V_240Ah_4630,BSL,Gel,240.0,12.0,0.83,236953.0,394921.0
BSL_48V_160Ah_4636,BSL,Gel,160.0,48.0,0.84,206624.0,344374.0
BSL_48V_140Ah_4643,BSL,Gel,140.0,48.0,0.84,173910.0,289850.0
BSL_12V_90Ah_4644,BSL,Gel,90.0,12.0,0.82,291611.0,486019.0
BSL_12V_50Ah_4653,BSL,Gel,50.0,12.0,0.84,298075.0,496791.0
BSL_48V_300Ah_4672,BSL,Gel,300.0,48.0,0.82,171888.0,286480.0
BSL_24V_80Ah_4692,BSL,Gel,80.0,24.0,0.83,150817.0,251361.0
BSL_12V_140Ah_4701,BSL,Gel,140.0,12.0,0.84,289521.0,482535.0
BSL_48V_260Ah_4702,BSL,Gel,260.0,48.0,0.85,181914.0,303190.0
BSL_48V_20Ah_4716,BSL,Gel,20.0,48.0,0.83,235496.0,392494.0
BSL_12V_170Ah_4728,BSL,Gel,170.0,12.0,0.83,130532.0,217552.0
BSL_48V_150Ah_4731,BSL,Gel,150.0,48.0,0.83,112637.0,187729.0
BSL_24V_110Ah_4735,BSL,Gel,110.0,24.0,0.83,169777.0,282961.0
BSL_12V_250Ah_4745,BSL,Gel,250.0,12.0,0.85,279614.0,466024.0
BSL_12V_200Ah_4811,BSL,Gel,200.0,12.0,0.84,161222.0,268702.0
BSL_12V_80Ah_4825,BSL,Gel,80.0,12.0,0.82,213859.0,356431.0
BSL_24V_80Ah_4832,BSL,Gel,80.0,24.0,0.85,193662.0,322770.0
BSL_48V_180Ah_4849,BSL,Gel,180.0,48.0,0.82,264985.0,441641.0
BSL_24V_260Ah_4857,BSL,Gel,260.0,24.0,0.83,247940.0,413234.0
BSL_24V_40Ah_4864,BSL,Gel,40.0,24.0,0.84,222683.0,371139.0
BSL_12V_210Ah_4871,BSL,Gel,210.0,12.0,0.83,140223.0,233705.0
BSL_12V_280Ah_4887,BSL,Gel,280.0,12.0,0.83,137689.0,229481.0
BSL_24V_160Ah_4895,BSL,Gel,160.0,24.0,0.82,126662.0,211102.0
BSL_12V_70Ah_4946,BSL,Gel,70.0,12.0,0.84,249455.0,415759.0
BSL_24V_280Ah_4949,BSL,Gel,280.0,24.0,0.84,216940.0,361566.0
BSL_48V_250Ah_4955,BSL,Gel,250.0,48.0,0.83,168827.0,281379.0
BSL_12V_140Ah_62,BSL,LiFePO4,140.0,12.0,0.85,117163.0,195271.0
BSL_12V_220Ah_118,BSL,LiFePO4,220.0,12.0,0.84,255620.0,426032.0
BSL_24V_90Ah_338,BSL,LiFePO4,90.0,24.0,0.83,158277.0,263795.0
BSL_24V_260Ah_451,BSL,LiFePO4,260.0,24.0,0.83,266649.0,444415.0
BSL_12V_130Ah_559,BSL,LiFePO4,130.0,12.0,0.84,287356.0,478928.0
BSL_12V_90Ah_654,BSL,LiFePO4,90.0,12.0,0.83,180405.0,300675.0
BSL_12V_270Ah_695,BSL,LiFePO4,270.0,12.0,0.83,123342.0,205570.0
BSL_24V_210Ah_700,BSL,LiFePO4,210.0,24.0,0.83,122183.0,203639.0
BSL_24V_120Ah_712,BSL,LiFePO4,120.0,24.0,0.84,186250.0,310418.0
BSL_12V_280Ah_722,BSL,LiFePO4,280.0,12.0,0.85,193571.0,322619.0
BSL_48V_60Ah_861,BSL,LiFePO4,60.0,48.0,0.83,253183.0,421971.0
BSL_48V_270Ah_928,BSL,LiFePO4,270.0,48.0,0.82,223738.0,372896.0
BSL_24V_70Ah_943,BSL,LiFePO4,70.0,24.0,0.85,192640.0,321066.0
BSL_48V_290Ah_987,BSL,LiFePO4,290.0,48.0,0.84,282375.0,470625.0
BSL_24V_40Ah_997,BSL,LiFePO4,40.0,24.0,0.84,167126.0,278544.0
BSL_12V_300Ah_1146,BSL,LiFePO4,300.0,12.0,0.83,185716.0,309526.0
BSL_12V_280Ah_1195,BSL,LiFePO4,280.0,12.0,0.83,186976.0,311628.0
BSL_48V_90Ah_1275,BSL,LiFePO4,90.0,48.0,0.84,193768.0,322946.0
BSL_48V_230Ah_1341,BSL,LiFePO4,230.0,48.0,0.83,268140.0,446900.0
BSL_24V_270Ah_1361,BSL,LiFePO4,270.0,24.0,0.84,112988.0,188314.0
BSL_12V_90Ah_1392,BSL,LiFePO4,90.0,12.0,0.83,280434.0,467390.0
BSL_12V_230Ah_1398,BSL,LiFePO4,230.0,12.0,0.83,215798.0,359662.0
BSL_24V_100Ah_1403,BSL,LiFePO4,100.0,24.0,0.83,236703.0,394505.0
BSL_24V_170Ah_1408,BSL,LiFePO4,170.0,24.0,0.84,170765.0,284609.0
BSL_12V_90Ah_1441,BSL,LiFePO4,90.0,12.0,0.82,173578.0,289296.0
BSL_24V_100Ah_1443,BSL,LiFePO4,100.0,24.0,0.85,247938.0,413230.0
BSL_48V_70Ah_1444,BSL,LiFePO4,70.0,48.0,0.84,160931.0,268219.0
BSL_48V_160Ah_1474,BSL,LiFePO4,160.0,48.0,0.83,143990.0,239984.0
BSL_48V_150Ah_1523,BSL,LiFePO4,150.0,48.0,0.84,269683.0,449471.0
