controller_id,brand,type,max_voltage_V,max_current_A,derating_factor,price_min,price_max
Felicity_PWM_48V_40A_2599,Felicity,PWM,48.0,40.0,0.94,44659.0,74431.0
Felicity_PWM_12V_15A_2605,Felicity,PWM,12.0,15.0,0.94,38974.0,64956.0
Felicity_PWM_36V_85A_2607,Felicity,PWM,36.0,85.0,0.91,19690.0,32816.0
Felicity_PWM_60V_65A_2651,Felicity,PWM,60.0,65.0,0.93,48095.0,80159.0
Felicity_PWM_24V_100A_2684,Felicity,PWM,24.0,100.0,0.91,56222.0,93702.0
Felicity_PWM_36V_25A_2697,Felicity,PWM,36.0,25.0,0.94,37942.0,63236.0
Felicity_PWM_60V_10A_2704,Felicity,PWM,60.0,10.0,0.94,32092.0,53488.0
Felicity_PWM_36V_95A_2707,Felicity,PWM,36.0,95.0,0.95,58408.0,97346.0
Felicity_PWM_48V_50A_2728,Felicity,PWM,48.0,50.0,0.92,36747.0,61245.0
Felicity_PWM_24V_90A_2729,Felicity,PWM,24.0,90.0,0.91,43824.0,73040.0
Felicity_PWM_48V_75A_2794,Felicity,PWM,48.0,75.0,0.92,25915.0,43191.0
Felicity_PWM_60V_20A_2820,Felicity,PWM,60.0,20.0,0.93,41558.0,69264.0
Felicity_PWM_60V_45A_2836,Felicity,PWM,60.0,45.0,0.93,34945.0,58241.0
Felicity_PWM_36V_90A_2849,Felicity,PWM,36.0,90.0,0.94,26727.0,44545.0
Felicity_PWM_48V_75A_2869,Felicity,PWM,48.0,75.0,0.94,27431.0,45719.0
Felicity_PWM_60V_90A_2887,Felicity,PWM,60.0,90.0,0.92,54580.0,90968.0
Felicity_PWM_48V_50A_2902,Felicity,PWM,48.0,50.0,0.94,15896.0,26492.0
Felicity_PWM_12V_95A_2923,Felicity,PWM,12.0,95.0,0.91,31922.0,53204.0
Felicity_PWM_36V_80A_2946,Felicity,PWM,36.0,80.0,0.91,51932.0,86554.0
Felicity_PWM_48V_20A_2959,Felicity,PWM,48.0,20.0,0.91,43220.0,72032.0
Felicity_PWM_36V_50A_2973,Felicity,PWM,36.0,50.0,0.93,54483.0,90805.0
Felicity_PWM_12V_75A_3008,Felicity,PWM,12.0,75.0,0.94,55798.0,92998.0
Felicity_PWM_48V_25A_3011,Felicity,PWM,48.0,25.0,0.93,16898.0,28162.0
Felicity_PWM_48V_20A_3013,Felicity,PWM,48.0,20.0,0.94,35296.0,58828.0
Felicity_PWM_60V_85A_3036,Felicity,PWM,60.0,85.0,0.91,50607.0,84345.0
Felicity_PWM_12V_10A_3079,Felicity,PWM,12.0,10.0,0.94,22238.0,37064.0
Felicity_PWM_60V_95A_3095,Felicity,PWM,60.0,95.0,0.94,29530.0,49218.0
Felicity_PWM_36V_25A_3098,Felicity,PWM,36.0,25.0,0.92,22621.0,37701.0
Felicity_PWM_48V_15A_3118,Felicity,PWM,48.0,15.0,0.93,39254.0,65424.0
Felicity_PWM_48V_15A_3126,Felicity,PWM,48.0,15.0,0.95,29479.0,49131.0
Felicity_PWM_48V_30A_3131,Felicity,PWM,48.0,30.0,0.93,20398.0,33998.0
Felicity_PWM_12V_90A_3135,Felicity,PWM,12.0,90.0,0.91,38317.0,63861.0
Felicity_PWM_24V_75A_3155,Felicity,PWM,24.0,75.0,0.91,48849.0,81415.0
Felicity_PWM_36V_60A_3202,Felicity,PWM,36.0,60.0,0.92,32028.0,53380.0
Felicity_PWM_24V_40A_3224,Felicity,PWM,24.0,40.0,0.94,26722.0,44538.0
Felicity_PWM_36V_100A_3253,Felicity,PWM,36.0,100.0,0.94,28669.0,47781.0
Felicity_PWM_48V_100A_3266,Felicity,PWM,48.0,100.0,0.92,50266.0,83778.0
Felicity_PWM_24V_100A_3277,Felicity,PWM,24.0,100.0,0.91,57905.0,96509.0
Felicity_PWM_24V_80A_3282,Felicity,PWM,24.0,80.0,0.94,45353.0,75589.0
Felicity_PWM_24V_70A_3320,Felicity,PWM,24.0,70.0,0.95,16754.0,27922.0
Felicity_PWM_24V_70A_3324,Felicity,PWM,24.0,70.0,0.91,37277.0,62129.0
Felicity_PWM_12V_55A_3336,Felicity,PWM,12.0,55.0,0.94,32292.0,53820.0
Felicity_PWM_12V_15A_3362,Felicity,PWM,12.0,15.0,0.94,39102.0,65170.0
Felicity_PWM_60V_75A_3363,Felicity,PWM,60.0,75.0,0.92,18682.0,31138.0
Felicity_PWM_24V_60A_3449,Felicity,PWM,24.0,60.0,0.92,33776.0,56294.0
Felicity_PWM_60V_100A_3454,Felicity,PWM,60.0,100.0,0.95,49516.0,82526.0
Felicity_PWM_36V_30A_3460,Felicity,PWM,36.0,30.0,0.94,25952.0,43254.0
Felicity_PWM_36V_30A_3483,Felicity,PWM,36.0,30.0,0.95,30564.0,50940.0
Felicity_PWM_12V_10A_3500,Felicity,PWM,12.0,10.0,0.93,34876.0,58126.0
Felicity_PWM_12V_45A_3501,Felicity,PWM,12.0,45.0,0.92,33334.0,55558.0
Felicity_PWM_48V_65A_3615,Felicity,PWM,48.0,65.0,0.93,32852.0,54752.0
Felicity_PWM_48V_100A_3625,Felicity,PWM,48.0,100.0,0.93,59810.0,99682.0
Felicity_PWM_24V_80A_3636,Felicity,PWM,24.0,80.0,0.95,23162.0,38604.0
Felicity_PWM_24V_85A_3658,Felicity,PWM,24.0,85.0,0.95,49371.0,82285.0
Felicity_PWM_60V_35A_3686,Felicity,PWM,60.0,35.0,0.95,23199.0,38665.0
Felicity_PWM_60V_75A_3689,Felicity,PWM,60.0,75.0,0.95,18560.0,30934.0
Felicity_PWM_36V_90A_3703,Felicity,PWM,36.0,90.0,0.95,52814.0,88022.0
Felicity_PWM_24V_80A_3765,Felicity,PWM,24.0,80.0,0.95,36470.0,60784.0
Felicity_PWM_24V_85A_3766,Felicity,PWM,24.0,85.0,0.93,46230.0,77050.0
Felicity_PWM_24V_35A_3769,Felicity,PWM,24.0,35.0,0.94,59759.0,99599.0
Felicity_PWM_60V_20A_3776,Felicity,PWM,60.0,20.0,0.95,35376.0,58960.0
Felicity_PWM_48V_65A_3840,Felicity,PWM,48.0,65.0,0.92,34942.0,58236.0
Felicity_PWM_48V_85A_3844,Felicity,PWM,48.0,85.0,0.92,25854.0,43090.0
Felicity_PWM_48V_60A_3910,Felicity,PWM,48.0,60.0,0.92,49724.0,82874.0
Felicity_PWM_48V_10A_3911,Felicity,PWM,48.0,10.0,0.94,24042.0,40070.0
Felicity_PWM_36V_10A_3917,Felicity,PWM,36.0,10.0,0.92,46385.0,77309.0
Felicity_PWM_48V_60A_3920,Felicity,PWM,48.0,60.0,0.92,19012.0,31688.0
Felicity_PWM_60V_65A_3938,Felicity,PWM,60.0,65.0,0.93,20266.0,33776.0
Felicity_PWM_48V_100A_3944,Felicity,PWM,48.0,100.0,0.94,33316.0,55528.0
Felicity_PWM_60V_25A_3953,Felicity,PWM,60.0,25.0,0.93,59621.0,99369.0
Felicity_PWM_36V_55A_3960,Felicity,PWM,36.0,55.0,0.93,38707.0,64511.0
Felicity_PWM_12V_40A_3973,Felicity,PWM,12.0,40.0,0.94,17056.0,28426.0
Felicity_PWM_36V_85A_3979,Felicity,PWM,36.0,85.0,0.95,29353.0,48921.0
Felicity_PWM_60V_75A_4056,Felicity,PWM,60.0,75.0,0.95,53196.0,88660.0
Felicity_PWM_36V_70A_4129,Felicity,PWM,36.0,70.0,0.93,33218.0,55362.0
Felicity_PWM_24V_40A_4130,Felicity,PWM,24.0,40.0,0.91,26481.0,44135.0
Felicity_PWM_36V_25A_4137,Felicity,PWM,36.0,25.0,0.92,49937.0,83229.0
Felicity_PWM_60V_25A_4180,Felicity,PWM,60.0,25.0,0.95,51374.0,85624.0
Felicity_PWM_36V_20A_4207,Felicity,PWM,36.0,20.0,0.92,34067.0,56779.0
Felicity_PWM_12V_95A_4211,Felicity,PWM,12.0,95.0,0.91,47324.0,78872.0
Felicity_PWM_60V_50A_4235,Felicity,PWM,60.0,50.0,0.94,17594.0,29322.0
Felicity_PWM_48V_50A_4261,Felicity,PWM,48.0,50.0,0.93,47138.0,78562.0
Felicity_PWM_24V_25A_4310,Felicity,PWM,24.0,25.0,0.92,39100.0,65168.0
Felicity_PWM_60V_40A_4311,Felicity,PWM,60.0,40.0,0.93,18611.0,31019.0
Felicity_PWM_36V_55A_4340,Felicity,PWM,36.0,55.0,0.95,23770.0,39616.0
Felicity_PWM_48V_90A_4378,Felicity,PWM,48.0,90.0,0.94,47042.0,78404.0
Felicity_PWM_48V_85A_4390,Felicity,PWM,48.0,85.0,0.91,42614.0,71024.0
Felicity_PWM_60V_15A_4402,Felicity,PWM,60.0,15.0,0.95,46402.0,77338.0
Felicity_PWM_12V_30A_4444,Felicity,PWM,12.0,30.0,0.93,58492.0,97486.0
Felicity_PWM_60V_45A_4492,Felicity,PWM,60.0,45.0,0.95,32834.0,54722.0
Felicity_PWM_60V_50A_4551,Felicity,PWM,60.0,50.0,0.93,30061.0,50101.0
Felicity_PWM_12V_35A_4583,Felicity,PWM,12.0,35.0,0.95,36141.0,60235.0
Felicity_PWM_48V_45A_4598,Felicity,PWM,48.0,45.0,0.93,48612.0,81020.0
Felicity_PWM_48V_15A_4599,Felicity,PWM,48.0,15.0,0.91,43061.0,71769.0
Felicity_PWM_48V_35A_4605,Felicity,PWM,48.0,35.0,0.94,17198.0,28662.0
Felicity_PWM_48V_10A_4623,Felicity,PWM,48.0,10.0,0.91,20650.0,34416.0
Felicity_PWM_60V_75A_4635,Felicity,PWM,60.0,75.0,0.94,26794.0,44656.0
Felicity_PWM_24V_80A_4650,Felicity,PWM,24.0,80.0,0.92,42520.0,70868.0
Felicity_PWM_60V_40A_4688,Felicity,PWM,60.0,40.0,0.93,44943.0,74905.0
Felicity_PWM_12V_70A_4699,Felicity,PWM,12.0,70.0,0.94,43754.0,72922.0
Felicity_PWM_12V_45A_4721,Felicity,PWM,12.0,45.0,0.94,57390.0,95650.0
Felicity_PWM_48V_35A_4808,Felicity,PWM,48.0,35.0,0.95,17230.0,28718.0
Felicity_PWM_36V_95A_4810,Felicity,PWM,36.0,95.0,0.95,58090.0,96816.0
Felicity_PWM_12V_10A_4822,Felicity,PWM,12.0,10.0,0.92,39712.0,66188.0
Felicity_PWM_60V_15A_4843,Felicity,PWM,60.0,15.0,0.94,55278.0,92130.0
Felicity_PWM_24V_25A_4883,Felicity,PWM,24.0,25.0,0.93,43778.0,72964.0
Felicity_PWM_24V_50A_4913,Felicity,PWM,24.0,50.0,0.92,54573.0,90955.0
Felicity_PWM_24V_25A_4914,Felicity,PWM,24.0,25.0,0.92,19322.0,32204.0
Felicity_PWM_48V_100A_4971,Felicity,PWM,48.0,100.0,0.92,46184.0,76972.0
Growatt_MPPT_36V_85A_10,Growatt,MPPT,36.0,85.0,0.92,59890.0,99818.0
Growatt_MPPT_100V_20A_24,Growatt,MPPT,100.0,20.0,0.94,50501.0,84169.0
Growatt_MPPT_48V_80A_41,Growatt,MPPT,48.0,80.0,0.93,37617.0,62695.0
Growatt_MPPT_100V_25A_69,Growatt,MPPT,100.0,25.0,0.95,38172.0,63620.0
Growatt_MPPT_36V_25A_92,Growatt,MPPT,36.0,25.0,0.93,32860.0,54768.0
Growatt_MPPT_36V_20A_95,Growatt,MPPT,36.0,20.0,0.94,22757.0,37929.0
Growatt_MPPT_24V_85A_107,Growatt,MPPT,24.0,85.0,0.92,22240.0,37068.0
Growatt_MPPT_150V_100A_118,Growatt,MPPT,150.0,100.0,0.95,37560.0,62600.0
Growatt_MPPT_60V_45A_129,Growatt,MPPT,60.0,45.0,0.92,31697.0,52829.0
Growatt_MPPT_100V_45A_139,Growatt,MPPT,100.0,45.0,0.91,31040.0,51734.0
Growatt_MPPT_24V_75A_148,Growatt,MPPT,24.0,75.0,0.91,50069.0,83449.0
Growatt_MPPT_12V_15A_159,Growatt,MPPT,12.0,15.0,0.93,56876.0,94794.0
Growatt_MPPT_12V_60A_174,Growatt,MPPT,12.0,60.0,0.93,27016.0,45028.0
Growatt_MPPT_150V_55A_180,Growatt,MPPT,150.0,55.0,0.95,57960.0,96600.0
Growatt_MPPT_60V_30A_188,Growatt,MPPT,60.0,30.0,0.93,15249.0,25415.0
Growatt_MPPT_12V_45A_199,Growatt,MPPT,12.0,45.0,0.93,54116.0,90192.0
Growatt_MPPT_36V_50A_238,Growatt,MPPT,36.0,50.0,0.92,31254.0,52090.0
Growatt_MPPT_150V_85A_302,Growatt,MPPT,150.0,85.0,0.93,43359.0,72265.0
Growatt_MPPT_60V_90A_320,Growatt,MPPT,60.0,90.0,0.93,51221.0,85369.0
Growatt_MPPT_24V_30A_345,Growatt,MPPT,24.0,30.0,0.91,41405.0,69009.0
Growatt_MPPT_60V_55A_347,Growatt,MPPT,60.0,55.0,0.92,35124.0,58540.0
Growatt_MPPT_100V_70A_354,Growatt,MPPT,100.0,70.0,0.94,40414.0,67358.0
Growatt_MPPT_12V_45A_357,Growatt,MPPT,12.0,45.0,0.91,20326.0,33876.0
Growatt_MPPT_60V_75A_372,Growatt,MPPT,60.0,75.0,0.92,59534.0,99222.0
Growatt_MPPT_48V_30A_380,Growatt,MPPT,48.0,30.0,0.94,31436.0,52394.0
Growatt_MPPT_36V_45A_381,Growatt,MPPT,36.0,45.0,0.92,34652.0,57754.0
Growatt_MPPT_12V_95A_386,Growatt,MPPT,12.0,95.0,0.93,59858.0,99764.0
Growatt_MPPT_48V_40A_410,Growatt,MPPT,48.0,40.0,0.94,33472.0,55788.0
Growatt_MPPT_24V_50A_416,Growatt,MPPT,24.0,50.0,0.92,42158.0,70264.0
Growatt_MPPT_48V_15A_421,Growatt,MPPT,48.0,15.0,0.94,26355.0,43925.0
Growatt_MPPT_60V_10A_442,Growatt,MPPT,60.0,10.0,0.93,23323.0,38871.0
Growatt_MPPT_36V_100A_466,Growatt,MPPT,36.0,100.0,0.93,52932.0,88220.0
Growatt_MPPT_36V_45A_492,Growatt,MPPT,36.0,45.0,0.92,22910.0,38184.0
Growatt_MPPT_36V_45A_502,Growatt,MPPT,36.0,45.0,0.94,53403.0,89005.0
Growatt_MPPT_48V_85A_557,Growatt,MPPT,48.0,85.0,0.95,34874.0,58124.0
Growatt_MPPT_24V_70A_567,Growatt,MPPT,24.0,70.0,0.92,46328.0,77214.0
Growatt_MPPT_36V_65A_619,Growatt,MPPT,36.0,65.0,0.95,40618.0,67696.0
Growatt_MPPT_150V_25A_621,Growatt,MPPT,150.0,25.0,0.95,48529.0,80881.0
Growatt_MPPT_100V_30A_638,Growatt,MPPT,100.0,30.0,0.92,39848.0,66412.0
Growatt_MPPT_24V_85A_658,Growatt,MPPT,24.0,85.0,0.95,41819.0,69699.0
Growatt_MPPT_24V_70A_670,Growatt,MPPT,24.0,70.0,0.93,58270.0,97118.0
Growatt_MPPT_48V_55A_685,Growatt,MPPT,48.0,55.0,0.91,41596.0,69326.0
Growatt_MPPT_36V_65A_695,Growatt,MPPT,36.0,65.0,0.92,24880.0,41468.0
Growatt_MPPT_60V_55A_733,Growatt,MPPT,60.0,55.0,0.95,58215.0,97025.0
Growatt_MPPT_48V_100A_734,Growatt,MPPT,48.0,100.0,0.92,35426.0,59044.0
Growatt_MPPT_60V_45A_740,Growatt,MPPT,60.0,45.0,0.93,43736.0,72892.0
Growatt_MPPT_150V_30A_792,Growatt,MPPT,150.0,30.0,0.92,25756.0,42928.0
Growatt_MPPT_150V_15A_795,Growatt,MPPT,150.0,15.0,0.93,37495.0,62491.0
Growatt_MPPT_60V_25A_807,Growatt,MPPT,60.0,25.0,0.95,17270.0,28782.0
Growatt_MPPT_150V_65A_809,Growatt,MPPT,150.0,65.0,0.93,25788.0,42980.0
Growatt_MPPT_48V_60A_812,Growatt,MPPT,48.0,60.0,0.93,38353.0,63921.0
Growatt_MPPT_100V_85A_826,Growatt,MPPT,100.0,85.0,0.91,25912.0,43188.0
Growatt_MPPT_150V_95A_842,Growatt,MPPT,150.0,95.0,0.94,18430.0,30716.0
Growatt_MPPT_150V_80A_863,Growatt,MPPT,150.0,80.0,0.93,24793.0,41321.0
Growatt_MPPT_150V_60A_882,Growatt,MPPT,150.0,60.0,0.92,28572.0,47620.0
Growatt_MPPT_100V_15A_907,Growatt,MPPT,100.0,15.0,0.95,27702.0,46170.0
Growatt_MPPT_36V_65A_979,Growatt,MPPT,36.0,65.0,0.92,24691.0,41151.0
Growatt_MPPT_150V_50A_991,Growatt,MPPT,150.0,50.0,0.92,31310.0,52184.0
Growatt_MPPT_150V_45A_992,Growatt,MPPT,150.0,45.0,0.94,36458.0,60764.0
Growatt_MPPT_150V_30A_1000,Growatt,MPPT,150.0,30.0,0.92,23476.0,39126.0
Growatt_MPPT_150V_20A_1032,Growatt,MPPT,150.0,20.0,0.94,16696.0,27826.0
Growatt_MPPT_100V_75A_1063,Growatt,MPPT,100.0,75.0,0.94,43712.0,72852.0
Growatt_MPPT_36V_25A_1114,Growatt,MPPT,36.0,25.0,0.93,35002.0,58336.0
Growatt_MPPT_24V_55A_1128,Growatt,MPPT,24.0,55.0,0.94,27638.0,46064.0
Growatt_MPPT_36V_35A_1137,Growatt,MPPT,36.0,35.0,0.91,18638.0,31064.0
Growatt_MPPT_24V_15A_1150,Growatt,MPPT,24.0,15.0,0.94,30836.0,51392.0
Growatt_MPPT_24V_90A_1156,Growatt,MPPT,24.0,90.0,0.92,22898.0,38164.0
Growatt_MPPT_150V_90A_1175,Growatt,MPPT,150.0,90.0,0.94,57448.0,95746.0
Growatt_MPPT_150V_40A_1187,Growatt,MPPT,150.0,40.0,0.93,28235.0,47059.0
Growatt_MPPT_48V_80A_1325,Growatt,MPPT,48.0,80.0,0.92,56660.0,94432.0
Growatt_MPPT_60V_10A_1342,Growatt,MPPT,60.0,10.0,0.92,42809.0,71349.0
Growatt_MPPT_36V_90A_1348,Growatt,MPPT,36.0,90.0,0.94,22996.0,38328.0
Growatt_MPPT_100V_40A_1379,Growatt,MPPT,100.0,40.0,0.94,32293.0,53821.0
Growatt_MPPT_150V_15A_1399,Growatt,MPPT,150.0,15.0,0.93,45718.0,76198.0
Growatt_MPPT_36V_10A_1413,Growatt,MPPT,36.0,10.0,0.95,59096.0,98494.0
Growatt_MPPT_48V_75A_1451,Growatt,MPPT,48.0,75.0,0.93,32650.0,54418.0
Growatt_MPPT_60V_55A_1487,Growatt,MPPT,60.0,55.0,0.93,22201.0,37001.0
Growatt_MPPT_12V_80A_1494,Growatt,MPPT,12.0,80.0,0.94,36735.0,61225.0
Growatt_MPPT_24V_40A_1513,Growatt,MPPT,24.0,40.0,0.94,19267.0,32111.0
Growatt_MPPT_48V_30A_1524,Growatt,MPPT,48.0,30.0,0.92,39298.0,65496.0
Growatt_MPPT_60V_55A_1537,Growatt,MPPT,60.0,55.0,0.95,42796.0,71328.0
Growatt_MPPT_100V_25A_1544,Growatt,MPPT,100.0,25.0,0.93,38648.0,64414.0
Growatt_MPPT_100V_10A_1636,Growatt,MPPT,100.0,10.0,0.93,18627.0,31045.0
Growatt_MPPT_48V_85A_1675,Growatt,MPPT,48.0,85.0,0.94,29213.0,48689.0
Growatt_MPPT_12V_55A_1693,Growatt,MPPT,12.0,55.0,0.94,42940.0,71568.0
Growatt_MPPT_36V_15A_1708,Growatt,MPPT,36.0,15.0,0.91,34462.0,57436.0
Growatt_MPPT_150V_45A_1709,Growatt,MPPT,150.0,45.0,0.92,57889.0,96481.0
Growatt_MPPT_48V_35A_1720,Growatt,MPPT,48.0,35.0,0.92,53000.0,88334.0
Growatt_MPPT_36V_55A_1767,Growatt,MPPT,36.0,55.0,0.94,41534.0,69224.0
Growatt_MPPT_12V_30A_1782,Growatt,MPPT,12.0,30.0,0.94,46999.0,78331.0
Growatt_MPPT_48V_65A_1802,Growatt,MPPT,48.0,65.0,0.93,24713.0,41189.0
Growatt_MPPT_36V_20A_1805,Growatt,MPPT,36.0,20.0,0.92,25024.0,41708.0
Growatt_MPPT_24V_65A_1814,Growatt,MPPT,24.0,65.0,0.93,18874.0,31458.0
Growatt_MPPT_36V_10A_1815,Growatt,MPPT,36.0,10.0,0.93,57806.0,96342.0
Growatt_MPPT_12V_50A_1823,Growatt,MPPT,12.0,50.0,0.95,36589.0,60981.0
Growatt_MPPT_24V_95A_1830,Growatt,MPPT,24.0,95.0,0.94,26169.0,43615.0
Growatt_MPPT_24V_100A_1832,Growatt,MPPT,24.0,100.0,0.95,41276.0,68794.0
Growatt_MPPT_36V_75A_1844,Growatt,MPPT,36.0,75.0,0.92,56984.0,94972.0
Growatt_MPPT_100V_85A_1884,Growatt,MPPT,100.0,85.0,0.92,27298.0,45496.0
Growatt_MPPT_48V_15A_1887,Growatt,MPPT,48.0,15.0,0.92,42150.0,70250.0
Growatt_MPPT_60V_95A_1935,Growatt,MPPT,60.0,95.0,0.91,16526.0,27542.0
Growatt_MPPT_60V_15A_1937,Growatt,MPPT,60.0,15.0,0.94,51182.0,85304.0
Growatt_MPPT_48V_55A_1991,Growatt,MPPT,48.0,55.0,0.94,34402.0,57338.0
Growatt_MPPT_12V_90A_2020,Growatt,MPPT,12.0,90.0,0.93,32766.0,54610.0
Growatt_MPPT_12V_95A_2025,Growatt,MPPT,12.0,95.0,0.94,42650.0,71082.0
Growatt_MPPT_48V_35A_2033,Growatt,MPPT,48.0,35.0,0.93,56732.0,94554.0
Growatt_MPPT_24V_50A_2041,Growatt,MPPT,24.0,50.0,0.95,18152.0,30254.0
Growatt_MPPT_12V_15A_2042,Growatt,MPPT,12.0,15.0,0.92,28845.0,48075.0
Growatt_MPPT_48V_35A_2050,Growatt,MPPT,48.0,35.0,0.93,51298.0,85496.0
Growatt_MPPT_100V_60A_2076,Growatt,MPPT,100.0,60.0,0.94,34772.0,57952.0
Growatt_MPPT_60V_40A_2083,Growatt,MPPT,60.0,40.0,0.94,39064.0,65106.0
Growatt_MPPT_100V_95A_2097,Growatt,MPPT,100.0,95.0,0.93,20408.0,34014.0
Growatt_MPPT_24V_15A_2117,Growatt,MPPT,24.0,15.0,0.94,20016.0,33360.0
Growatt_MPPT_12V_55A_2121,Growatt,MPPT,12.0,55.0,0.95,27430.0,45716.0
Growatt_MPPT_12V_15A_2176,Growatt,MPPT,12.0,15.0,0.93,36572.0,60952.0
Growatt_MPPT_24V_80A_2179,Growatt,MPPT,24.0,80.0,0.92,45279.0,75465.0
Growatt_MPPT_36V_100A_2184,Growatt,MPPT,36.0,100.0,0.94,34310.0,57184.0
Growatt_MPPT_36V_35A_2285,Growatt,MPPT,36.0,35.0,0.92,23296.0,38826.0
Growatt_MPPT_150V_85A_2347,Growatt,MPPT,150.0,85.0,0.94,27986.0,46644.0
Growatt_MPPT_150V_50A_2355,Growatt,MPPT,150.0,50.0,0.95,24261.0,40435.0
Growatt_MPPT_12V_80A_2440,Growatt,MPPT,12.0,80.0,0.95,30676.0,51128.0
Growatt_MPPT_150V_50A_2445,Growatt,MPPT,150.0,50.0,0.93,31084.0,51806.0
Growatt_MPPT_100V_85A_2477,Growatt,MPPT,100.0,85.0,0.93,30269.0,50449.0
Growatt_MPPT_36V_15A_2512,Growatt,MPPT,36.0,15.0,0.94,51938.0,86564.0
Growatt_MPPT_60V_85A_2516,Growatt,MPPT,60.0,85.0,0.93,19093.0,31821.0
Growatt_MPPT_24V_95A_2578,Growatt,MPPT,24.0,95.0,0.94,56773.0,94621.0
Growatt_MPPT_12V_80A_2587,Growatt,MPPT,12.0,80.0,0.93,34930.0,58216.0
Growatt_MPPT_150V_30A_2597,Growatt,MPPT,150.0,30.0,0.93,33860.0,56432.0
Growatt_MPPT_24V_70A_2598,Growatt,MPPT,24.0,70.0,0.93,38048.0,63414.0
Growatt_MPPT_100V_50A_2619,Growatt,MPPT,100.0,50.0,0.91,44678.0,74464.0
Growatt_MPPT_24V_100A_2637,Growatt,MPPT,24.0,100.0,0.92,47606.0,79344.0
Growatt_MPPT_60V_95A_2650,Growatt,MPPT,60.0,95.0,0.92,41492.0,69154.0
Growatt_MPPT_24V_25A_2654,Growatt,MPPT,24.0,25.0,0.95,34361.0,57269.0
Growatt_MPPT_60V_85A_2663,Growatt,MPPT,60.0,85.0,0.92,16830.0,28050.0
Growatt_MPPT_60V_45A_2681,Growatt,MPPT,60.0,45.0,0.92,49298.0,82164.0
Growatt_MPPT_100V_45A_2741,Growatt,MPPT,100.0,45.0,0.93,58419.0,97365.0
Growatt_MPPT_150V_70A_2743,Growatt,MPPT,150.0,70.0,0.92,55206.0,92010.0
Growatt_MPPT_150V_65A_2744,Growatt,MPPT,150.0,65.0,0.93,40736.0,67894.0
Growatt_MPPT_100V_30A_2767,Growatt,MPPT,100.0,30.0,0.92,47033.0,78389.0
Growatt_MPPT_48V_55A_2768,Growatt,MPPT,48.0,55.0,0.95,59242.0,98736.0
Growatt_MPPT_36V_20A_2783,Growatt,MPPT,36.0,20.0,0.92,19349.0,32249.0
Growatt_MPPT_60V_10A_2807,Growatt,MPPT,60.0,10.0,0.93,48522.0,80870.0
Growatt_MPPT_36V_55A_2809,Growatt,MPPT,36.0,55.0,0.94,45758.0,76264.0
Growatt_MPPT_150V_65A_2847,Growatt,MPPT,150.0,65.0,0.94,15412.0,25688.0
Growatt_MPPT_100V_60A_2856,Growatt,MPPT,100.0,60.0,0.91,26041.0,43401.0
Growatt_MPPT_48V_25A_2859,Growatt,MPPT,48.0,25.0,0.92,35602.0,59338.0
Growatt_MPPT_100V_35A_2877,Growatt,MPPT,100.0,35.0,0.93,42369.0,70615.0
Growatt_MPPT_150V_10A_2881,Growatt,MPPT,150.0,10.0,0.92,36713.0,61189.0
Growatt_MPPT_36V_30A_2894,Growatt,MPPT,36.0,30.0,0.95,20640.0,34400.0
Growatt_MPPT_36V_20A_2905,Growatt,MPPT,36.0,20.0,0.92,37533.0,62555.0
Growatt_MPPT_100V_70A_2925,Growatt,MPPT,100.0,70.0,0.93,37764.0,62940.0
Growatt_MPPT_150V_35A_2947,Growatt,MPPT,150.0,35.0,0.95,57362.0,95602.0
Growatt_MPPT_100V_95A_2956,Growatt,MPPT,100.0,95.0,0.92,54818.0,91364.0
Growatt_MPPT_150V_55A_2975,Growatt,MPPT,150.0,55.0,0.93,21406.0,35676.0
Growatt_MPPT_150V_15A_2996,Growatt,MPPT,150.0,15.0,0.94,40039.0,66731.0
Growatt_MPPT_48V_95A_3003,Growatt,MPPT,48.0,95.0,0.91,47167.0,78611.0
Growatt_MPPT_24V_15A_3009,Growatt,MPPT,24.0,15.0,0.95,57253.0,95421.0
Growatt_MPPT_12V_60A_3017,Growatt,MPPT,12.0,60.0,0.94,16102.0,26838.0
Growatt_MPPT_12V_95A_3024,Growatt,MPPT,12.0,95.0,0.92,42809.0,71349.0
Growatt_MPPT_48V_55A_3037,Growatt,MPPT,48.0,55.0,0.94,23626.0,39376.0
Growatt_MPPT_150V_100A_3071,Growatt,MPPT,150.0,100.0,0.95,30991.0,51651.0
Growatt_MPPT_100V_70A_3108,Growatt,MPPT,100.0,70.0,0.93,52532.0,87552.0
Growatt_MPPT_12V_80A_3109,Growatt,MPPT,12.0,80.0,0.93,49292.0,82154.0
Growatt_MPPT_24V_35A_3134,Growatt,MPPT,24.0,35.0,0.91,34106.0,56844.0
Growatt_MPPT_150V_100A_3177,Growatt,MPPT,150.0,100.0,0.94,16844.0,28074.0
Growatt_MPPT_150V_70A_3196,Growatt,MPPT,150.0,70.0,0.91,53673.0,89455.0
Growatt_MPPT_36V_55A_3206,Growatt,MPPT,36.0,55.0,0.91,37072.0,61786.0
Growatt_MPPT_24V_45A_3237,Growatt,MPPT,24.0,45.0,0.94,31850.0,53082.0
Growatt_MPPT_60V_85A_3238,Growatt,MPPT,60.0,85.0,0.94,46689.0,77815.0
Growatt_MPPT_36V_90A_3276,Growatt,MPPT,36.0,90.0,0.94,34430.0,57384.0
