"city","latitude","longitude","temp","humidity","wind_speed","cloud","region","population","date","season","avg_sun_hours"
"Damboa","10.84","12.97","302.14","22","4.46","0","Borno","2682","2024-02-26","dry","5.267226848576474"
"Damboa","10.85","12.78","302.54","22","5.29","0","Borno","2682","2024-02-26","dry","5.072936325180444"
"Damboa","10.93","12.6","302.17","22","4.96","0","Borno","2682","2024-02-26","dry","5.596930084119003"
"Damboa","10.79","12.82","302.53","22","5.19","0","Borno","2682","2024-02-26","dry","5.466356449166933"
"Damboa","10.78","12.84","302.63","22","5.11","0","Borno","2682","2024-02-26","dry","5.1800396940072"
"Damboa","10.78","12.92","302.37","22","4.73","0","Borno","2682","2024-02-26","dry","5.5445416999564925"
"Damboa","10.78","12.95","302.32","22","4.58","0","Borno","2734","2024-02-26","dry","5.53137374920177"
"Damboa","10.84","12.85","302.21","22","4.99","0","Borno","2682","2024-02-26","dry","5.905531437597393"
"Damboa","10.99","12.52","302.05","22","4.7","0","Borno","2682","2024-02-26","dry","5.3856311656240745"
"Damboa","10.9","12.85","302.31","22","4.93","0","Borno","2682","2024-02-26","dry","5.221975833578112"
"Damboa","11.23","12.81","301.7","21","4.24","1","Borno","2427","2024-02-26","dry","4.984564746338515"
"Damboa","10.84","12.86","302.23","22","4.95","0","Borno","2682","2024-02-26","dry","5.161069068308986"
"Damboa","10.86","12.79","302.49","22","5.23","0","Borno","2682","2024-02-26","dry","6.472071010360271"
"Damboa","11.2","13.03","301.72","21","3.6","1","Borno","2682","2024-02-26","dry","5.175864110773975"
"Damboa","10.93","12.74","302.16","22","5.28","0","Borno","2682","2024-02-26","dry","5.7725626176251765"
"Damboa","10.79","12.75","302.7","22","5.52","0","Borno","2682","2024-02-26","dry","6.173963901678363"
"Damboa","11.25","12.78","301.63","21","4.28","0","Borno","2379","2024-02-26","dry","6.225508719047932"
"Damboa","11.2","13.02","301.73","21","3.62","1","Borno","2682","2024-02-26","dry","6.213092744430579"
"Damboa","10.89","12.79","302.43","22","5.19","0","Borno","2682","2024-02-26","dry","6.368785612243185"
"Damboa","11.17","12.69","301.89","22","4.67","2","Borno","2682","2024-02-26","dry","5.600835359055958"
"Damboa","10.85","12.89","302.23","22","4.8","0","Borno","2682","2024-02-26","dry","6.165107512254453"
"Damboa","10.99","12.5","302.06","22","4.66","0","Borno","2682","2024-02-26","dry","6.357222236810008"
"Damboa","10.98","12.51","302.12","22","4.69","0","Borno","2682","2024-02-26","dry","5.523218670015406"
"Damboa","11.1","12.67","302.06","22","4.81","2","Borno","2682","2024-02-26","dry","6.028986487995982"
"Damboa","11.0","12.78","302.08","22","5.08","0","Borno","2682","2024-02-26","dry","5.928111015454577"
"Damboa","10.72","12.79","302.79","22","5.24","0","Borno","3259","2024-02-26","dry","5.0139870395346335"
"Damboa","10.9","12.72","302.36","22","5.28","0","Borno","2682","2024-02-26","dry","6.164143094350553"
"Damboa","11.2","13.04","301.7","22","3.58","1","Borno","2682","2024-02-26","dry","6.182205578695649"
"Damboa","10.79","12.72","302.8","22","5.45","0","Borno","2682","2024-02-26","dry","5.59439426822567"
"Damboa","10.8","12.73","302.82","22","5.46","0","Borno","2682","2024-02-26","dry","5.570219760015412"
"Damboa","11.19","13.07","301.72","22","3.56","2","Borno","2682","2024-02-26","dry","6.147098189000774"
"Damboa","11.21","12.87","301.7","21","4.08","1","Borno","2478","2024-02-26","dry","6.115691475904552"
"Damboa","10.97","12.83","302.92","19","3.53","34","Borno","2682","2024-02-27","dry","4.5556424774569075"
"Damboa","11.19","12.47","302.77","19","3.21","8","Borno","2682","2024-02-27","dry","6.10830623798475"
"Damboa","11.0","12.83","302.95","19","3.5","30","Borno","2682","2024-02-27","dry","4.450364010779345"
"Damboa","10.96","12.66","302.62","19","3.53","18","Borno","2682","2024-02-27","dry","5.266978028398994"
"Damboa","11.1","12.47","302.77","19","3.71","5","Borno","2682","2024-02-27","dry","5.675614188104959"
"Damboa","11.05","12.65","302.78","18","3.17","7","Borno","2682","2024-02-27","dry","5.417372851106576"
"Damboa","11.2","13.06","303.85","17","2.49","11","Borno","2682","2024-02-27","dry","5.067138174568707"
"Damboa","10.71","12.74","303.33","20","3.65","22","Borno","2974","2024-02-27","dry","5.465111504576992"
"Damboa","11.13","13.11","303.81","17","2.67","53","Borno","2682","2024-02-27","dry","3.759463595807907"
"Damboa","10.97","12.57","302.83","19","3.36","14","Borno","2682","2024-02-27","dry","5.582846494995327"
"Damboa","10.95","12.61","302.85","19","3.46","17","Borno","2682","2024-02-27","dry","5.322383078871852"
"Damboa","10.76","12.72","303.52","19","3.85","48","Borno","2682","2024-02-27","dry","4.305501338858774"
"Damboa","11.14","12.47","302.65","19","3.2","9","Borno","2682","2024-02-27","dry","5.788454375295687"
"Damboa","10.87","12.85","303.19","19","3.59","53","Borno","2682","2024-02-27","dry","3.909712564741508"
"Damboa","10.8","12.78","303.34","19","3.79","51","Borno","2682","2024-02-27","dry","3.820404688154494"
"Damboa","10.78","12.78","303.43","19","3.81","54","Borno","2682","2024-02-27","dry","3.7342049851356833"
"Damboa","10.84","12.75","303.38","19","3.81","39","Borno","2682","2024-02-27","dry","4.132184042704887"
"Damboa","10.94","12.69","302.76","19","3.61","22","Borno","2682","2024-02-27","dry","4.642482336138763"
"Damboa","10.85","12.64","303.24","19","3.65","29","Borno","2682","2024-02-27","dry","4.803555264397119"
"Damboa","10.94","12.71","302.83","19","3.64","22","Borno","2682","2024-02-27","dry","4.985755306518474"
"Damboa","11.1","13.02","303.59","18","2.87","45","Borno","2682","2024-02-27","dry","4.495234117431013"
"Damboa","11.21","12.58","303.05","18","3.16","9","Borno","2638","2024-02-27","dry","5.83798209318514"
"Damboa","10.81","12.75","303.5","19","3.83","44","Borno","2682","2024-02-27","dry","4.609570473358018"
"Damboa","10.89","12.7","303.1","19","3.68","28","Borno","2682","2024-02-27","dry","5.424819328851498"
"Damboa","10.71","12.78","303.59","19","3.78","64","Borno","3721","2024-02-27","dry","4.319796907433557"
"Damboa","10.71","12.82","303.47","19","3.72","70","Borno","3796","2024-02-27","dry","3.455968351593187"
"Damboa","10.99","12.55","302.69","19","3.29","12","Borno","2682","2024-02-27","dry","5.017205790655808"
"Damboa","10.77","12.8","303.51","19","3.78","59","Borno","2682","2024-02-27","dry","3.7159999364443816"
"Damboa","10.82","12.96","303.2","19","3.43","81","Borno","2784","2024-02-27","dry","3.4680118673361666"
"Damboa","10.73","12.85","303.6","19","3.69","73","Borno","2703","2024-02-27","dry","3.747508352759644"
"Damboa","11.16","12.89","303.44","18","2.98","22","Borno","2682","2024-02-27","dry","5.5892724023023765"
"Damboa","10.83","12.97","303.21","19","3.4","81","Borno","2809","2024-02-27","dry","3.232920267439528"
"Damboa","10.84","12.97","303.24","19","3.39","80","Borno","2682","2024-02-27","dry","3.4782615309610327"
"Damboa","10.85","12.78","303.33","19","3.74","43","Borno","2682","2024-02-27","dry","4.63743466739207"
"Damboa","10.93","12.6","302.82","19","3.47","19","Borno","2682","2024-02-27","dry","5.671850021807267"
"Damboa","10.79","12.82","303.38","19","3.72","60","Borno","2682","2024-02-27","dry","4.082806814170696"
"Damboa","10.78","12.84","303.51","19","3.69","65","Borno","2682","2024-02-27","dry","4.293337153598278"
"Damboa","10.78","12.92","303.37","19","3.54","80","Borno","2682","2024-02-27","dry","3.8433473045733306"
"Damboa","10.78","12.95","303.37","19","3.49","85","Borno","2734","2024-02-27","dry","3.350585353262824"
"Damboa","10.84","12.85","303.11","19","3.62","58","Borno","2682","2024-02-27","dry","4.143557003562386"
"Damboa","10.99","12.52","302.58","19","3.23","12","Borno","2682","2024-02-27","dry","4.708380839110062"
"Damboa","10.9","12.85","303.22","19","3.56","49","Borno","2682","2024-02-27","dry","4.37740040470768"
"Damboa","11.23","12.81","303.49","18","2.99","12","Borno","2427","2024-02-27","dry","5.760058905636721"
"Damboa","10.84","12.86","303.15","19","3.6","60","Borno","2682","2024-02-27","dry","4.20683522614568"
"Damboa","10.86","12.79","303.3","19","3.71","44","Borno","2682","2024-02-27","dry","4.640907228634345"
"Damboa","11.2","13.03","303.82","17","2.59","26","Borno","2682","2024-02-27","dry","4.672886239194914"
"Damboa","10.93","12.74","302.92","19","3.71","25","Borno","2682","2024-02-27","dry","5.2577772809918235"
"Damboa","10.79","12.75","303.44","19","3.85","47","Borno","2682","2024-02-27","dry","4.933767398735796"
"Damboa","11.25","12.78","303.44","18","3.02","11","Borno","2379","2024-02-27","dry","5.963119111151918"
"Damboa","11.2","13.02","303.81","17","2.6","24","Borno","2682","2024-02-27","dry","4.9780720991089"
"Damboa","10.89","12.79","303.25","19","3.68","39","Borno","2682","2024-02-27","dry","4.65621701748854"
"Damboa","11.17","12.69","303.17","18","3.24","11","Borno","2682","2024-02-27","dry","4.89204563422805"
"Damboa","10.85","12.89","303.2","19","3.53","64","Borno","2682","2024-02-27","dry","4.190875424220587"
"Damboa","10.99","12.5","302.58","20","3.2","11","Borno","2682","2024-02-27","dry","5.721966247233879"
"Damboa","10.98","12.51","302.66","19","3.23","12","Borno","2682","2024-02-27","dry","5.321432622267432"
"Damboa","11.1","12.67","303.07","18","3.34","12","Borno","2682","2024-02-27","dry","5.868381410234496"
"Damboa","11.0","12.78","302.9","19","3.6","21","Borno","2682","2024-02-27","dry","5.4253174937212565"
"Damboa","10.72","12.79","303.62","19","3.78","64","Borno","3259","2024-02-27","dry","3.985182435682132"
"Damboa","10.9","12.72","303.09","19","3.7","28","Borno","2682","2024-02-27","dry","5.436137533001096"
"Damboa","11.2","13.04","303.82","17","2.58","28","Borno","2682","2024-02-27","dry","4.386617397554974"
"Damboa","10.79","12.72","303.53","19","3.82","44","Borno","2682","2024-02-27","dry","4.096970197513597"
"Damboa","10.8","12.73","303.55","19","3.82","43","Borno","2682","2024-02-27","dry","4.656941464718253"
"Damboa","11.19","13.07","303.86","17","2.58","35","Borno","2682","2024-02-27","dry","5.303678697164593"
"Damboa","11.21","12.87","303.52","17","2.9","15","Borno","2478","2024-02-27","dry","5.287783999767037"
"Dankalwa","11.66","12.32","309.36","9","4.77","60","Borno","1937","2024-02-21","dry","4.365469775093088"
"Dankalwa","11.76","12.26","310.05","8","3.98","84","Borno","1898","2024-02-21","dry","3.382381786071294"
"Dankalwa","11.7","12.29","310.55","8","4.31","63","Borno","1937","2024-02-21","dry","3.8034394975754147"
"Dankalwa","11.66","12.32","304.48","11","6.04","72","Borno","1937","2024-02-22","dry","3.3810243225400214"
"Dankalwa","11.76","12.26","304.57","11","5.98","67","Borno","1898","2024-02-22","dry","3.9601089725159455"
"Dankalwa","11.7","12.29","304.53","11","6.01","69","Borno","1937","2024-02-22","dry","3.5680721113807152"
"Dankalwa","11.66","12.32","306.54","21","4.12","90","Borno","1937","2024-02-23","dry","3.2723022330620837"
"Dankalwa","11.76","12.26","307.12","19","3.94","52","Borno","1898","2024-02-23","dry","4.156350063044515"
"Dankalwa","11.7","12.29","307.08","19","3.89","65","Borno","1937","2024-02-23","dry","4.01058384624682"
"Dankalwa","11.66","12.32","295.43","46","1.75","91","Borno","1937","2024-02-24","dry","3.118816034646215"
"Dankalwa","11.76","12.26","295.38","46","1.47","90","Borno","1898","2024-02-24","dry","3.5089368588987186"
"Dankalwa","11.7","12.29","295.41","46","1.63","91","Borno","1937","2024-02-24","dry","2.751252981131592"
"Dankalwa","11.66","12.32","307.57","15","5.22","100","Borno","1937","2024-02-25","dry","2.632444211518292"
"Dankalwa","11.76","12.26","308.55","14","5.1","99","Borno","1898","2024-02-25","dry","2.835165582495383"
"Dankalwa","11.7","12.29","308.55","15","5.11","99","Borno","1937","2024-02-25","dry","2.9475077353735437"
"Dankalwa","11.66","12.32","300.01","23","4.31","82","Borno","1937","2024-02-26","dry","3.6458857173743886"
"Dankalwa","11.76","12.26","300.09","23","4.34","78","Borno","1898","2024-02-26","dry","3.807359384960588"
"Dankalwa","11.7","12.29","300.05","23","4.31","81","Borno","1937","2024-02-26","dry","3.587139091199076"
"Dankalwa","11.66","12.32","303.76","16","3.79","63","Borno","1937","2024-02-27","dry","4.158289175690752"
"Dankalwa","11.76","12.26","303.82","16","3.81","61","Borno","1898","2024-02-27","dry","4.43211989195793"
"Dankalwa","11.7","12.29","303.78","16","3.81","45","Borno","1937","2024-02-27","dry","4.779031177645445"
"Dikwa","11.95","13.66","308.87","10","5.16","64","Borno","2086","2024-02-21","dry","4.2586054465871435"
"Dikwa","11.85","14.08","309.77","8","4.71","55","Borno","6407","2024-02-21","dry","4.406890382078239"
"Dikwa","11.91","14.03","309.51","8","4.67","61","Borno","6407","2024-02-21","dry","4.068906045850807"
"Dikwa","11.96","14.11","309.48","8","4.59","56","Borno","4539","2024-02-21","dry","4.519135337328193"
"Dikwa","12.03","13.97","308.87","9","4.81","64","Borno","6407","2024-02-21","dry","4.3762355609440124"
"Dikwa","11.97","13.71","308.82","10","5.09","64","Borno","2086","2024-02-21","dry","4.005314342813606"
"Dikwa","11.91","14.01","309.5","8","4.68","62","Borno","6407","2024-02-21","dry","4.440402976772237"
"Dikwa","12.0","13.69","308.69","10","5.18","64","Borno","2086","2024-02-21","dry","4.283331229998001"
"Dikwa","12.02","13.96","308.93","9","4.77","64","Borno","6407","2024-02-21","dry","3.6541847094382325"
"Dikwa","11.91","13.69","309.04","10","5.05","65","Borno","2086","2024-02-21","dry","4.180065390842712"
"Dikwa","11.89","14.14","309.73","8","4.65","52","Borno","6407","2024-02-21","dry","4.277276552466798"
"Dikwa","12.09","13.58","308.04","11","5.85","63","Borno","2704","2024-02-21","dry","3.5887449700889547"
"Dikwa","11.98","14.08","310.01","8","4.57","100","Borno","4880","2024-02-21","dry","2.537883528781432"
"Dikwa","12.03","13.74","308.97","10","5.49","73","Borno","2086","2024-02-21","dry","3.9200230917452314"
"Dikwa","11.97","14.06","310.02","8","4.62","99","Borno","6324","2024-02-21","dry","2.7567185798780547"
"Dikwa","12.2","14.02","307.62","12","5.98","95","Borno","1750","2024-02-21","dry","2.8065345846465566"
"Dikwa","11.98","13.74","309.4","10","5.28","82","Borno","2086","2024-02-21","dry","2.977812240971798"
"Dikwa","11.94","13.74","309.57","10","5.16","84","Borno","2086","2024-02-21","dry","3.281350713961445"
"Dikwa","11.98","14.04","309.95","8","4.66","100","Borno","6315","2024-02-21","dry","2.9377047538017287"
"Dikwa","11.96","14.0","309.94","8","4.75","99","Borno","6407","2024-02-21","dry","3.0098373668538736"
"Dikwa","11.81","13.81","310.21","8","4.78","92","Borno","4348","2024-02-21","dry","2.8563468502483604"
"Dikwa","11.85","13.69","309.91","9","4.93","89","Borno","2086","2024-02-21","dry","2.9524536681369025"
"Dikwa","11.93","14.1","310.22","8","4.56","99","Borno","6183","2024-02-21","dry","2.982581109571414"
"Dikwa","11.96","14.17","310.54","8","4.86","90","Borno","4063","2024-02-21","dry","3.1734092093901145"
"Dikwa","11.99","13.91","309.41","10","6.19","76","Borno","6407","2024-02-21","dry","3.388510613463929"
"Dikwa","11.94","14.14","310.48","8","4.96","90","Borno","5072","2024-02-21","dry","3.5451839044548525"
"Dikwa","11.88","14.42","305.15","13","5.76","97","Borno","0","2024-02-22","dry","2.793863301555078"
"Dikwa","11.95","13.66","304.61","15","6.36","83","Borno","2086","2024-02-22","dry","3.0056254306748764"
"Dikwa","11.85","14.08","304.88","15","5.75","90","Borno","6407","2024-02-22","dry","3.414006300237162"
"Dikwa","11.85","14.36","305.17","13","5.7","97","Borno","53","2024-02-22","dry","2.6774367711986677"
"Dikwa","11.69","14.35","305.32","13","5.44","98","Borno","4619","2024-02-22","dry","2.7661857010543653"
"Dikwa","11.89","14.18","304.94","14","5.79","92","Borno","6407","2024-02-22","dry","3.2961408527566043"
"Dikwa","11.91","14.03","304.67","15","5.79","84","Borno","6407","2024-02-22","dry","3.244834702223573"
"Dikwa","11.96","14.11","304.69","15","5.84","85","Borno","4539","2024-02-22","dry","2.9255336144385855"
"Dikwa","11.66","14.34","305.35","13","5.42","98","Borno","4619","2024-02-22","dry","3.0623333772814303"
"Dikwa","12.03","13.97","304.36","16","6.0","75","Borno","6407","2024-02-22","dry","3.410028464437369"
"Dikwa","11.97","13.71","304.55","15","6.36","80","Borno","2086","2024-02-22","dry","3.261874749849741"
"Dikwa","11.91","14.01","304.65","15","5.79","83","Borno","6407","2024-02-22","dry","3.2914324036417253"
"Dikwa","12.0","13.69","304.55","15","6.45","80","Borno","2086","2024-02-22","dry","3.2358741309561703"
"Dikwa","11.86","14.27","305.09","14","5.75","96","Borno","5231","2024-02-22","dry","2.6831953455241084"
"Dikwa","11.81","14.11","304.99","14","5.72","93","Borno","6255","2024-02-22","dry","2.9965923287217517"
"Dikwa","11.71","14.32","305.31","13","5.5","99","Borno","4619","2024-02-22","dry","2.6792103392884226"
"Dikwa","11.67","14.25","305.39","13","5.53","99","Borno","4619","2024-02-22","dry","2.7932608017262357"
"Dikwa","11.73","14.25","305.28","13","5.62","99","Borno","4619","2024-02-22","dry","2.952662640492558"
"Dikwa","12.02","13.96","304.38","16","5.99","76","Borno","6407","2024-02-22","dry","3.3045582959921753"
"Dikwa","11.91","13.69","304.61","15","6.23","82","Borno","2086","2024-02-22","dry","3.228641977507925"
"Dikwa","11.83","14.18","305.04","14","5.73","95","Borno","6307","2024-02-22","dry","2.9434629830084145"
"Dikwa","11.89","14.14","304.89","14","5.79","90","Borno","6407","2024-02-22","dry","3.4246652070732675"
"Dikwa","12.09","13.58","304.64","15","6.76","84","Borno","2704","2024-02-22","dry","3.6635516611631496"
"Dikwa","11.67","14.12","305.25","14","5.54","97","Borno","4619","2024-02-22","dry","3.082806322119255"
"Dikwa","11.98","14.08","304.6","15","5.85","82","Borno","4880","2024-02-22","dry","3.508720976309612"
"Dikwa","11.72","14.26","305.28","13","5.59","99","Borno","4619","2024-02-22","dry","2.6967967068177074"
"Dikwa","11.75","14.25","305.22","13","5.65","100","Borno","4669","2024-02-22","dry","2.5187482378376087"
"Dikwa","11.99","14.2","304.78","14","5.88","89","Borno","2494","2024-02-22","dry","3.2805568145652257"
"Dikwa","12.03","13.74","304.45","15","6.47","77","Borno","2086","2024-02-22","dry","3.965315794905401"
"Dikwa","11.89","14.32","305.07","13","5.79","96","Borno","1958","2024-02-22","dry","3.2327092186056867"
"Dikwa","11.67","14.04","305.2","14","5.54","96","Borno","4836","2024-02-22","dry","3.0847643027286784"
"Dikwa","11.76","14.03","305.03","15","5.7","94","Borno","6260","2024-02-22","dry","3.3940147937366563"
"Dikwa","11.97","14.06","304.6","15","5.84","81","Borno","6324","2024-02-22","dry","3.856444164350698"
"Dikwa","11.65","14.17","305.36","13","5.5","98","Borno","4619","2024-02-22","dry","3.19417819378133"
"Dikwa","11.8","14.22","305.14","14","5.7","97","Borno","5794","2024-02-22","dry","2.6400049284301272"
"Dikwa","11.74","14.04","305.08","14","5.67","95","Borno","5963","2024-02-22","dry","2.7841064354571166"
"Dikwa","11.72","14.22","305.25","13","5.61","99","Borno","4619","2024-02-22","dry","2.6590805326917404"
"Dikwa","12.2","14.02","304.06","16","6.51","75","Borno","1750","2024-02-22","dry","3.5034730503531426"
"Dikwa","11.98","13.74","304.52","15","6.35","78","Borno","2086","2024-02-22","dry","3.287333974132804"
"Dikwa","11.66","14.3","305.37","13","5.46","98","Borno","4619","2024-02-22","dry","2.7876005982836847"
"Dikwa","11.83","14.17","305.01","14","5.73","94","Borno","6317","2024-02-22","dry","3.1028320391223985"
"Dikwa","11.7","14.29","305.32","13","5.52","99","Borno","4619","2024-02-22","dry","2.800702297049307"
"Dikwa","11.91","14.14","304.85","14","5.8","89","Borno","6325","2024-02-22","dry","3.2992834908019044"
"Dikwa","11.91","14.38","305.08","13","5.83","96","Borno","0","2024-02-22","dry","2.655145648712992"
"Dikwa","11.84","14.27","305.13","13","5.73","97","Borno","5138","2024-02-22","dry","2.918656850401649"
"Dikwa","11.94","13.74","304.55","15","6.26","79","Borno","2086","2024-02-22","dry","3.566096361669471"
"Dikwa","11.73","14.33","305.29","13","5.51","99","Borno","4592","2024-02-22","dry","3.2033174810441305"
"Dikwa","11.77","14.21","305.17","14","5.67","98","Borno","5031","2024-02-22","dry","2.6594504241857657"
"Dikwa","11.98","14.04","304.54","15","5.84","79","Borno","6315","2024-02-22","dry","3.4110394498914545"
"Dikwa","11.72","14.05","305.04","15","5.7","94","Borno","5507","2024-02-22","dry","2.6567438964702266"
"Dikwa","11.89","14.25","305.03","14","5.79","95","Borno","6371","2024-02-22","dry","2.941015270390858"
"Dikwa","11.82","14.44","305.23","13","5.59","98","Borno","0","2024-02-22","dry","3.134293626777713"
"Dikwa","11.81","14.44","305.25","13","5.56","98","Borno","0","2024-02-22","dry","2.941574252570562"
"Dikwa","11.8","14.38","305.22","13","5.58","98","Borno","984","2024-02-22","dry","3.3043021106088584"
"Dikwa","11.96","14.0","304.52","16","5.82","78","Borno","6407","2024-02-22","dry","3.0784559325784495"
"Dikwa","11.93","14.29","305.01","14","5.84","95","Borno","4540","2024-02-22","dry","2.9320808015459217"
"Dikwa","11.81","13.81","304.7","15","5.89","83","Borno","4348","2024-02-22","dry","3.0571391777036134"
"Dikwa","11.85","13.69","304.64","15","6.09","84","Borno","2086","2024-02-22","dry","3.1900497878595946"
"Dikwa","11.93","14.1","304.75","15","5.81","86","Borno","6183","2024-02-22","dry","3.4632820291170163"
"Dikwa","11.96","14.17","304.8","14","5.85","88","Borno","4063","2024-02-22","dry","2.896656998496558"
"Dikwa","11.75","14.01","305.04","15","5.7","94","Borno","6407","2024-02-22","dry","2.7555643079654413"
"Dikwa","11.99","13.91","304.45","16","6.02","77","Borno","6407","2024-02-22","dry","3.757091437588739"
"Dikwa","11.94","14.14","304.79","14","5.83","88","Borno","5072","2024-02-22","dry","3.57286493803617"
"Dikwa","11.67","14.17","305.3","13","5.53","98","Borno","4619","2024-02-22","dry","2.775457169034379"
"Dikwa","11.65","14.13","305.3","14","5.5","97","Borno","4619","2024-02-22","dry","2.7776513472363695"
"Dikwa","11.75","14.22","305.2","14","5.65","99","Borno","4843","2024-02-22","dry","2.664749498532859"
"Dikwa","11.95","13.66","305.75","26","6.21","80","Borno","2086","2024-02-23","dry","3.511135881269453"
"Dikwa","12.03","13.97","305.45","25","6.66","72","Borno","6407","2024-02-23","dry","3.3860292199632194"
"Dikwa","11.97","13.71","305.5","27","6.18","79","Borno","2086","2024-02-23","dry","3.727055854264686"
"Dikwa","12.0","13.69","305.45","27","6.07","79","Borno","2086","2024-02-23","dry","3.4156094382714444"
"Dikwa","12.02","13.96","305.48","25","6.68","71","Borno","6407","2024-02-23","dry","3.9688448793162694"
"Dikwa","11.91","13.69","305.82","26","6.36","80","Borno","2086","2024-02-23","dry","3.547490424691311"
"Dikwa","12.09","13.58","305.62","27","5.85","82","Borno","2704","2024-02-23","dry","3.2201334690564534"
"Dikwa","11.98","14.08","306.13","22","6.94","91","Borno","4880","2024-02-23","dry","3.3537365748147963"
"Dikwa","12.03","13.74","305.56","26","4.81","94","Borno","2086","2024-02-23","dry","2.8351389378827414"
"Dikwa","11.97","14.06","306.14","22","6.85","94","Borno","6324","2024-02-23","dry","3.2469329241238776"
"Dikwa","12.2","14.02","305.29","25","5.78","79","Borno","1750","2024-02-23","dry","3.2699521437634322"
"Dikwa","11.98","13.74","305.68","26","5.07","94","Borno","2086","2024-02-23","dry","3.1260496181750783"
"Dikwa","11.94","13.74","305.75","25","5.33","95","Borno","2086","2024-02-23","dry","3.1176427768473327"
"Dikwa","11.98","14.04","306.06","23","6.7","96","Borno","6315","2024-02-23","dry","2.82385177343684"
"Dikwa","11.96","14.0","306.03","23","6.55","100","Borno","6407","2024-02-23","dry","3.158041933080877"
"Dikwa","11.81","13.81","306.08","23","6.46","99","Borno","4348","2024-02-23","dry","2.9067464080091017"
"Dikwa","11.85","13.69","306.03","24","5.87","98","Borno","2086","2024-02-23","dry","3.0859960084803006"
"Dikwa","11.99","13.91","305.81","24","5.86","98","Borno","6407","2024-02-23","dry","3.278717433793957"
"Dikwa","11.88","14.42","297.41","44","1.98","100","Borno","0","2024-02-24","dry","3.0126363719267126"
"Dikwa","11.95","13.66","296.89","48","1.89","99","Borno","2086","2024-02-24","dry","2.698359392134675"
"Dikwa","11.85","14.08","296.87","47","2.04","100","Borno","6407","2024-02-24","dry","3.2493710482566893"
"Dikwa","11.85","14.36","297.3","45","2.02","100","Borno","53","2024-02-24","dry","2.854652428217593"
"Dikwa","11.69","14.35","297.1","44","2.11","100","Borno","4619","2024-02-24","dry","2.6385129165220267"
"Dikwa","11.89","14.18","297.1","47","2.06","100","Borno","6407","2024-02-24","dry","2.546050732121195"
"Dikwa","11.91","14.03","297.01","47","1.98","100","Borno","6407","2024-02-24","dry","2.911759481305707"
"Dikwa","11.96","14.11","297.24","47","1.98","100","Borno","4539","2024-02-24","dry","2.581568512723999"
"Dikwa","11.66","14.34","297.03","44","2.16","100","Borno","4619","2024-02-24","dry","3.1574671990143806"
"Dikwa","12.03","13.97","297.27","48","1.87","100","Borno","6407","2024-02-24","dry","3.2114357296534664"
"Dikwa","11.97","13.71","296.79","49","1.73","100","Borno","2086","2024-02-24","dry","2.8500638052299188"
"Dikwa","11.91","14.01","297.0","47","1.97","100","Borno","6407","2024-02-24","dry","2.694379656252022"
"Dikwa","12.0","13.69","296.79","49","1.69","100","Borno","2086","2024-02-24","dry","2.9404441906860264"
"Dikwa","11.86","14.27","297.14","46","2.09","100","Borno","5231","2024-02-24","dry","2.5367375710576345"
"Dikwa","11.81","14.11","296.77","47","2.08","100","Borno","6255","2024-02-24","dry","3.1374863779684548"
"Dikwa","11.71","14.32","297.04","45","2.12","100","Borno","4619","2024-02-24","dry","2.8983675019702035"
"Dikwa","11.67","14.25","296.74","45","2.22","100","Borno","4619","2024-02-24","dry","2.7129282623783757"
"Dikwa","11.73","14.25","296.84","46","2.18","100","Borno","4619","2024-02-24","dry","3.2359758394435256"
"Dikwa","12.02","13.96","297.24","48","1.85","100","Borno","6407","2024-02-24","dry","3.1957063400756915"
"Dikwa","11.91","13.69","296.88","48","1.95","100","Borno","2086","2024-02-24","dry","3.1631868504081884"
"Dikwa","11.83","14.18","296.94","47","2.09","100","Borno","6307","2024-02-24","dry","2.8919692258388747"
"Dikwa","11.89","14.14","297.06","47","2.04","100","Borno","6407","2024-02-24","dry","2.803858781069971"
"Dikwa","12.09","13.58","296.95","48","2.02","99","Borno","2704","2024-02-24","dry","3.1367758289567274"
"Dikwa","11.67","14.12","296.47","46","2.2","100","Borno","4619","2024-02-24","dry","2.8979130046718455"
"Dikwa","11.98","14.08","297.28","47","1.96","100","Borno","4880","2024-02-24","dry","3.1201590902254983"
"Dikwa","11.72","14.26","296.84","46","2.17","100","Borno","4619","2024-02-24","dry","2.5764272601237344"
"Dikwa","11.75","14.25","296.85","46","2.17","100","Borno","4669","2024-02-24","dry","3.064373222085359"
"Dikwa","11.99","14.2","297.34","47","2.01","100","Borno","2494","2024-02-24","dry","3.0941557613126336"
"Dikwa","12.03","13.74","296.75","50","1.67","100","Borno","2086","2024-02-24","dry","3.1242962785441595"
"Dikwa","11.89","14.32","297.26","46","2.04","100","Borno","1958","2024-02-24","dry","2.5867229794285818"
"Dikwa","11.67","14.04","296.35","46","2.19","100","Borno","4836","2024-02-24","dry","3.1418210836645812"
"Dikwa","11.76","14.03","296.47","47","2.1","100","Borno","6260","2024-02-24","dry","2.587039423475034"
"Dikwa","11.97","14.06","297.26","47","1.95","100","Borno","6324","2024-02-24","dry","2.5302164073268236"
"Dikwa","11.65","14.17","296.57","45","2.23","100","Borno","4619","2024-02-24","dry","3.2242601509433566"
"Dikwa","11.8","14.22","296.94","47","2.13","100","Borno","5794","2024-02-24","dry","2.6777981934157125"
